date	m.id	user	reply to	media	message
2022-02-28T09:02:16+00:00	886	None	None	no	‼️УВАГА! У Києві оголошена повітряна тривога! Просимо всіх терміново прослідувати в укриття цивільного захисту!⚡️⚡️⚡️‼️ ATTENTION! Air raid sirens in Kyiv! Please proceed to the shelters!
2022-02-28T09:02:01+00:00	885	None	None	video/mp4	🇺🇦Гімн України в окупованому БердянскуЛюди вийшли на центральну вулицю і співають гімн. Народ не хоче жит в окупації.Наступний крок - партизанити. Тільки так Україна повернеться.
2022-02-28T08:45:50+00:00	881	None	None	no	⚡ ОПЕРАТИВНА ОБСТАНОВКА НА ДИПЛОМАТИЧНОМУ ФРОНТІ СТАНОМ НА 10.00 28 ЛЮТОГО«Українська дипломатія мобілізувала безпрецедентно широку антипутінську коаліцію для підтримки України у Народній війні проти російського вторгнення. Нині до неї входять 84 країни та 13 міжнародних організацій. Росія вже зазнає нечуваних втрат. І це лише початок» - Дмитро Кулеба, міністр закордонних справ України☑️ Військова допомогаЗа перші 100 годин оборони нашої країни від російських загарбників, українська дипломатія мобілізувала понад 1 млрд доларів США допомоги партнерів на закупівлю сучасного озброєння та боєприпасів для українських Сил Оборони. США, Канада, Велика Британія, Австралія, ЄС та інші країни надають нам велику кількість переносних зенітно-ракетних комплексів, протитанкових установок, стрілецької зброї, набоїв, засобів розмінування, бронежилетів, шоломів, медичних комплектів, палива для військової техніки. Зараз вирішується питання передачі нашій державі бойових винищувачів, аби більш ефективно відбивати напади ворога в повітрі. ☑️ Санкції Антипутінська коаліція держав запровадила проти Росії три пакети болючих санкцій: фіналізується перелік російських банків для відключення від SWIFT, заморожено половину фінансових резервів Центрального банку РФ, накладено обмеження на Сбербанк РФ, введено заборону на продаж, постачання, передачу та експорт до Росії технологій нафтопереробки, зупинено дію експортних ліцензій подвійного використання, в окремих країнах припинено видачу віз для російських громадян. Російський рубль вже обвалився до історичного мінімуму. Вперше в сучасній історії санкції накладені проти діючого глави держави Владіміра Путіна.Українська дипломатія веде активний дипломатичний наступ на напрямі введення повного ембарго на російську нафту і газ. 32 країни закрили свій повітряний простір для російських авіакомпаній та літаків. В Європі масово закривають російські канали поширення дезінформації RT i Sputnik. Коаліція розвиває санкційний наступ на державу-агресора. Розпочалася підготовка четвертого пакету санкції проти Росії, який, зокрема, включатиме видворення частини російських дипломатів, подальше посилення санкцій проти банківської системи та путінського оточення. ЄС розглядає створення т.зв. «реєстру російських корупціонерів», до якого увійдуть як представники влади, так і наближені до Кремля бізнесмени, які не зможуть мати фінансові відносини або робити бізнес з цивілізованим світом. ☑️ Фінансова допомогаНаші партнери ухвалили рішення про надання Україні фінансової допомоги обсягом у понад 1,5 млрд. дол. США. ☑️ Гуманітарна допомогаМи залучили понад 160 млн. дол. США для забезпечення першочергових гуманітарних потреб українців, постраждалих від російської агресії. Розміри цієї допомоги збільшується щодня.  Українські захисники та захисниці тримають фронт на українській землі, а українська дипломатія продовжує розвивати контрнаступ на дипломатичному фронті. Міжнародна підтримка допомагає Україні в Народній війні проти російських загарбників. Слава Україні!
2022-02-28T08:33:14+00:00	880	None	None	no	Українська делегація прибула в район українсько-білоруського кордону для участі в переговорах з представниками Російської Федерації.До складу делегації увійшли: голова фракції «Слуга Народу» Давид Арахамія, міністр оборони України Олексій Резніков, радник керівника Офісу Президента Михайло Подоляк, перший заступник глави делегації України в Тристоронній контактній групі Андрій Костін, народний депутат Рустем Умєров та заступник міністра закордонних справ України Микола Точицький.Ключове питання перемовин – негайне припинення вогню та відведення військ із території України.
2022-02-28T08:28:01+00:00	879	None	None	no	💢Кібервійська Anonymous контратакували Лукашенка: банки це лише початокСвітова хакерська спільнота Anonymous, що офіційно воює на боці України супроти Росії, повідомила про знищення сайтів банківських мереж у Білорусі.Зокрема знищено:http://belarusbank.by ❌http://priorbank.by ❌http://belinvestbank.by ❌✅Раніше Anonymous вже повідомляли про успішну атаку на залізничну мережу Білорусі, наслідком якої стало виведення з ладу інфраструктури надання послуг перевезень всередині країни. Аби вона не могла постачати озброєння в бік України.Anonymous заявляє, що атакуватиме Білорусь до повного цифрового знищення, якщо її війська негайно не покинуть територію суверенної України. І поки Лукашенко не припинить підтримувати Путіна у його війні проти України.З 🇺🇦нами весь цивілізований світ!#stoprussia
2022-02-28T08:10:51+00:00	878	None	None	no	На Центральному залізничному вокзалі Києва розгорнуто гуманітарний центр. Зокрема, тут функціонує два пункти обігріву та польова кухня.Також на території вокзалу працює 60 волонтерів, які володіють іноземними мовами. Доступна на об’єкті і психологічна допомога.Також задіяні групи, які слідкують за порядком та допомагають з посадкою до поїздів. Наразі до вокзалу прибуло вже 7 тонн гуманітарної продукції.
2022-02-28T08:03:01+00:00	877	None	None	unknown	❗️ФЕЙК: інформація про захоплення Запорізької АЕС військовими РФ є брехнеюПоширена Міноборони Російської Федерації інформація про захоплення російськими військовими Запорізької атомної станції є фейком, повідомила НАЕК «Енергоатом».«Це абсолютна брехня, фейк», – прокоментували в департаменті комунікацій компанії інформацію.Раніше в Міноборони РФ заявили, що російські військові взяли під контроль ЗАЕС.#stoprussia
2022-02-28T07:50:31+00:00	876	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	875	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	874	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	873	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	872	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	871	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	870	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	869	None	None	unknown	n/a
2022-02-28T07:50:31+00:00	868	None	None	unknown	🌍Весь світ підтримує Україну! В очах усього світу Росія - агресор та окупант! Весь світ закликає Путіна зупинитися.Дякуємо кожному, хто не мовчить та закликає зупинити російську війну проти України - публічно говорить, присвячує перші шпальти газет, виходить на мітинги підтримки по всьому світу, робить благодійні внески для армії, прихищає біженців. Бо мовчання дорівнює толеруванню тероризму. Дякуємо, що не замовчуєте!
2022-02-28T07:40:21+00:00	867	None	None	no	🔻Токмак: потужні бої з диверсантами в українській формі, але з російськими бронижилетамиВ ніч на 28 лютого в місті Токмак (Запорізька область) йшли потужні бої, повідомляє Запорізька обласна військова адміністрація.Під час протистояння в населеному пункті противник зазнав дуже великих втрат в особовому складі та наразі відійшов на південну околицю Токмака. В місті наразі працюють ворожі розвіддозори.ЗСУ системно бореться з нечисленними диверсійно-розвідувальними групами по 3-5 осіб. Вони вдягнені в українську військову форму, але під нею носять бронежилети російської армії.#stoprussia
2022-02-28T07:31:02+00:00	866	None	None	no	❗️Харківська область, ситуація станом на ранок 28 лютого.Інформація від голови Харківської ОДА Олега Синєгубова:▶️ЗСУ атакувала ворога вночі, поки він не встиг зайняти позиції.▶️ Окупанти деморалізовані.▶️ Захисники Харкова отримали нове озброєння.▶️ У місті багато диверсантів.▶️ Тому комендантська година розпочнеться о 15:00 28 лютого і триватиме до 6 ранку 1 березня. Поставтеся з розумінням, це для нашої безпеки.▶️ Бізнес допомагає. В області створюється логістичний центр для гуманітарної допомоги.#stoprussia
2022-02-28T07:17:01+00:00	865	None	None	no	🔴 Європа нарешті зрозуміла, що Україна є форпостом європейської цивілізації. Шлях до вступу в ЄС буде прискорено.Урсула фон дер Ляйден, голова Єврокомісії: «Українці є одними з нас, і ми хочемо, щоб вони до нас приєдналися» Едуард Хегер, прем’єр Словаччини: «Вони борються за себе, вони борються за нас - вони борються за свободу. Ми повинні розуміти, що вони захищають нашу систему, наші цінності, і ми маємо бути разом із ними. Тому немає часу вагатися з цього приводу».Хегер запропонував «спеціальні умови» прийому до ЄС для України.Прем'єр-міністр Словенії Янез Янша та його польський колега Матеуш Моравецький закликали Європейську раду прийняти «швидкі та сміливі рішення»: «Якщо ЄС не розшириться, розшириться хтось інший».Президент Польщі Анджей Дуда також закликав прискорити шлях до вступу України до Європейського Союзу.За перспективу членства України в ЄС висловилися Александр Квасьнєвський – колишній президент Польщі, Керсті Кальюлайд – колишній президент Естонії, Карл Більдт – колишній прем’єр-міністр Швеції, Андерс Фог Расмуссен –  колишній генеральний секретар НАТО та інші відомі політичні діячі.Для України з'являється історичний шанс - тому зараз треба вистояти в війні Росії проти нас: щоб потім одразу зробити гігантський стрибок.#stoprussia
2022-02-28T07:03:44+00:00	864	None	None	no	🔴Окупант тимчасово закріпився у м. Бердянськ⚠️Станом на 7:00 Бердянська ОДА повідомила про окупацію району армією супротивника. Міська влада відмовилася від співпраці з окупантом, відділ поліції розформовано, міський транспорт не функціонує. Наразі ворог прочесує місто в пошуках мобільних телефонів, та безуспішно намагається відрізати містян від зв'язку з Україною.Населення під час спротиву втратило одного чоловіка, ще двох поранено, — всі є охоронцями, працюють на підприємстві "Бердянські жниварки".Фіксується переміщення ворожої техніки містом.Українським Збройним Силам ситуація відома — за слушної миті ворога буде традиційно знищено, як і в Києві, Харкові, Сумах та скрізь по Україні!Зичимо жителям Бердянська витримки, пам'ятайте брати і посестри: ми — українці, на своїй українській землі!#stoprussia
2022-02-28T06:55:11+00:00	863	None	None	no	🔴 Разом до перемоги: як цивільні можуть чинити спротив ворогу?Поради Міноборони:▶️ Виставляйте дозори, аби слідкувати за рухом ворога.▶️Зрозумівши напрямок руху ворожих колон, перекривайте їм шлях.▶️Підірвіть міст, заблокуйте дорогу чимось важким і великим: вантажівки, трактори тощо.▶️Коли колона зупиниться, закидайте її коктейлями Молотова, обстріляйте з доступної зброї.▶️Якщо захопите полонених, запишіть їх на відео. Це деморалізує окупантів.▶️Розмістіть вздовж догори плакати «Вы тут умрете», «Вас здесь встречают не цветами, а пулями» тощо.#stoprussia
2022-02-28T06:40:29+00:00	862	None	None	no	Увага! Правила поводження на блокпостахЗадля уникнення непорозумінь під час проходження процедур контролю на блокпостах, міністр оборони Олексій Резніков закликав дотримуватись кількох нескладних правил.Ось вони:- зменшити швидкість автомобіля;- завчасно приготувати документи для перевірки;- вимкнути фари;- увімкнути аварійне світло;- не вести відеозйомку;- без дозволу військових не виходити з автомобіля- чітко відповідати на запитання військових;- бути готовими на вимогу відкрити багажник та оглянути салон автомобіля;- після огляду та дозволу продовжити рух і не набирати швидкість різко.Бережімо себе та Україну!#stoprussia
2022-02-28T06:28:01+00:00	861	None	None	unknown	n/a
2022-02-28T06:28:01+00:00	860	None	None	unknown	n/a
2022-02-28T06:28:01+00:00	859	None	None	unknown	n/a
2022-02-28T06:28:01+00:00	858	None	None	unknown	n/a
2022-02-28T06:28:01+00:00	857	None	None	unknown	n/a
2022-02-28T06:28:01+00:00	856	None	None	unknown	n/a
2022-02-28T06:28:01+00:00	855	None	None	unknown	Нова перемога України! Знищені десятки окупантів, ворожа техніка, захоплені трофеї Українські захисники здобули ще одну перемогу над російськими окупантами! Стало відомо, що ГУР МО спільно з ЗСУ та добровольцями зупинив прорив російської БТГ та захопив цінні трофеї.Бій відбувся 27 лютого. Батальйонно-тактична група російських окупантів проривалася з північно-західного напрямку, ймовірно - для підсилення угрупування, що безрезультатно атакує столицю України. В результаті вдалих і злагоджених дій було знищено орієнтовно 50 окупантів, захоплено важливу документацію та знищено ворожу техніку.Опубліковані документи стануть черговим доказом величезного списку злочинів, які чинить Росія проти вільного народу Україну.  Слава захисникам нашої Батьківщини!
2022-02-28T06:05:01+00:00	854	None	None	video/mp4	🇺🇦Починаємо день з надихаючого відео!Слава Україні!Смерть ворогам!
2022-02-28T05:45:14+00:00	853	None	None	no	⚡️У Києві з 08:00 запрацюють продуктові магазини та комунальний транспорт. Поїзди метро курсуватимуть набагато рідше, ніж зазвичай❗️Просимо не виходити на вулицю і не пересуватися містом без нагальної потреби.  ▫️Загалом ця ніч пройшла спокійно, було декілька сутичок і боїв із диверсійно-розвідувальними групами, але в цю ніч місто більше готувалося до оборони. Тому, коли після 08:00 ви вийдете в місто, побачите укріплення, протитанкові їжаки та інші фортифікаційні споруди, які з’явилися на вулицях Києва.▫️У столиці продовжуються вуличні бої практично в кожному районі міста. Тому виходьте лише у випадку крайньої необхідності – коли потрібно купити продукти або ліки.❕Закликаємо об’єднувати зусилля та допомагати один одному: запитати у сусідів, чи потрібна допомога, особливо коли це стосується літніх людей або сімей, чиї родичі боронять Україну. Наглядати за квартирами сусідів, які виїхали з міста, аби не допускати мародерства.❗️Зазначимо, що комендантська година не скасована. Із 28 лютого вона буде тривати, як було визначено раніше, — із 22:00 до 7:00.💙💛Гуртуємося! Перемога за нами! Слава Україні!
2022-02-28T05:30:48+00:00	852	None	None	no	❗️Житомир, Харків, Дніпро, Черкаси. Повітряна тривога. В укриття!
2022-02-28T05:24:46+00:00	851	None	None	no	Одразу дві хороші новини зранку❗️Українське держпідприємство «ДержККБ «Луч» передало українським військовим всю продукцію, підготовлену на експорт - десятки противотанкових ракетних комплексів «Скіф» та «Корсар».❗️В Україну повернуться наші піхотинці з Французького іноземного легіону. Досвідчені бійці, які пройшли десятки гарячих точок. Їх відпустили захищати Батьківщину у повному бойовому екіпіруванні.Окупанту точно не сподобається.
2022-02-28T05:06:02+00:00	850	None	None	unknown	«Вчора відбувся справжній злам» - РезніковМіністр оборони Олексій Резніков звернувся до українців з ранковим зверненням.  «4 доби звитяги, мужності, самовідданості і віри. Час захоплення співгромадянами, які тримають стрій поряд. Болю за тими, хто відав життя за Україну. Люті на ворога, який вбиває наших жінок та дітей, руйнує мирні міста. І впевненості у тому, що він буде покараний! Обов’язково покараний!», - написав міністр у Facebook. «Адже вчора відбувся справжній злам. Війна стала Європейською. Її нарешті так усвідомили. Вже зараз пів-Європи збирає, пакує, везе нам зброю і засоби бронезахисту. Коло держав, які надають реальну допомогу, значно збільшилося. Збільшилися її масштаби», - додав Резніков.C кожним днем Україна стає сильніша, а ворог слабшає. Ми обов'язково переможемо - усе буде 🇺🇦🇺🇦🇺🇦.
2022-02-28T04:44:29+00:00	849	None	None	unknown	96 годин боротьби з окупантамиЦієї ночі російські агресори неодноразово намагалися продертися у Київ, але всі їх спроби зазнали невдач. Противник поніс значні втрати, російські війска виснажені і деморалізовані.Слава Україні!
2022-02-28T03:11:01+00:00	848	None	None	unknown	Рублю вже стає поганоТорги ледве почались, а національна валюта агресорів вже летить у смітник. Спочатку рубль впав на 30% по відношенню до долара, а незабаром ціна обвалилася нижче 41%. І це тільки початок.
2022-02-28T02:47:39+00:00	847	None	None	video/mp4	У будинок в центрі Чернігова влучила ракета. Зайнялася пожежа, горять нижні поверхи, про кількість жертв та травмованих поки невідомо.
2022-02-28T02:11:02+00:00	846	None	None	no	❗️Київ та Харків. Знову почали лунати вибухи та постріли після тимчасового затишшя
2022-02-28T00:45:04+00:00	845	None	None	no	🔴 Яким росіянам потрібен мир?    Зараз ми спостерігаємо, як формуються серйозні антипутінські настрої серед російської еліти.  ▪ Спершу за припинення війни виступили два російські олігархи – Міхаіл Фрідман та Олег Дерипаска. Це, звісно, дія санкцій, але все ж.  ▪ Тепер глава російської делегації ООН з клімату Олег Анісімов вибачився в ООН за агресію Росії проти України. Додавши, що це його особиста думка.    Очікуємо, що військова авантюра Путіна має не сподобатись матерям російських військових, яким прийдуть похоронні повістки.  Росіянам, які годинами стоять у чергах до банкоматів.  Росіянам, які фактично опинилися за залізною завісою, яку їм побудував Путін.
2022-02-28T00:15:05+00:00	844	None	None	no	💪 Як світ допомагає Україні боротися проти Росії?  Зброєю:  🔻 Бельгія вирішила надати Україні 3000 автоматів та 200 протитанкових гранатометів – додатково до вчорашніх 2 тисяч кулеметів та майже 3800 тонн палива.   🔻 Данія надасть українській армії 2700 одиниць протитанкової зброї. Таке рішення прем'єр-міністерки Метте Фредеріксен підтримала більшість парламенту.  🔻 5 тисяч протитанкових гранатометів, 5 тисяч бронежилетів, 5 тисяч шоломів та 135 тисяч сухпайків передасть Швеція, заявила прем'єр-міністерка Магдалена Андерссон.  Обмеженнями:  🔻 Туреччина закриває Босфор і Дарданелли для російських кораблів. Про це заявив міністр закордонних справ країни Мевлют Чавушоглу.  Реакцією на війну:  🔻 Норвезький нафтовий фонд заморожує свої інвестиції в Росії і планує продати всі куплені російські акції.  🔻 Найбільший іноземний інвестор «Роснефти» –транснаціональна нафтогазова компанія ВР – продала свій пакет акцій, а два її представники виходять із ради директорів «Роснефти».  Схоже, ми спостерігаємо майстер-клас від путінської Росії, як стати країною-вигнанцем на світовій мапі. І корупційні гроші від нафти й газу не допомогли.
2022-02-27T23:41:24+00:00	842	None	None	video/mp4	🔴 «Вам врут»: міністр закордонних справ України Дмитро Кулеба звернувся до росіян.  «Вас хотят просто спрятать от реальности. А реальность в том, что идет война , реальность в том, что страдать от этой войны придется вам, не говоря уже о погибших россиянах на территории Украины, которые вернуться домой в мешках», – сказав він у своєму відеозверненні.  Кулеба закликав вимагати від Путіна зупинити війну, яку Росія веде проти України.  Україна ні на кого не нападала, але до останнього захищатиме свої землі від загарбника.#stoprussia
2022-02-27T23:15:09+00:00	841	None	None	no	Жахливі кадри з Києва, Харкова, Одеси та Маріуполя показують усю нелюдяність Путіна, – Шольц  Промову канцлера Німеччини Олафа Шольца вже називають історичною. Її головна теза – «особливим відносинам Німеччини та Росії настав кінець».   Адже до цього, відчуваючи вину за Другу світову війну, Німеччина виступала з найм’якішою позицією щодо Росії.  Про що говорив Шольц:  ▪ 24 лютого відбулася зміна епох в історії Європи. Жахливі кадри з Києва, Харкова, Одеси та Маріуполя показують усю нелюдяність Путіна. Нечувана несправедливість, біль українців та українок — усе це зачіпає за живе.  ▪ Путін хоче відтворити Російську імперію та керувати Європою так, як він вважає за потрібне. Російський народ не хоче війни. Ця війна залишиться війною Путіна.  ▪ У Києві, Харкові, Одесі та Маріуполі люди захищають не просто свою Батьківщину, вони борються за свободу та демократію – ті цінності, які Німеччина поділяє з українцями.  ▪ Німеччина не допустить, щоб конфлікт між Путіним та вільним світом розкрив старі рани.  ▪ Путінська війна означає рішучу зміну і в зовнішній політиці Німеччини. Так, вона залишається вірній принципу «стільки дипломатії, скільки можливо, тільки без наївності». Однак ця зміна ставить перед нами нове завдання: «більше жодних розмов заради розмов».  Цікаво, що російські пропагандистські ресурси приписали Шольцу слова про те, що «Путін звільнив Німеччину від історичної провини», і розпочали навколо цього справжню істерію. Канцлер насправді цього не казав. Але нічого дивного – кремлівська пропаганда працює у своєму звичному стилі.
2022-02-27T22:47:38+00:00	840	None	None	no	💪 Збройні сили відбили Волноваху! Зараз там перебувають українські військові.#stoprussia
2022-02-27T22:36:44+00:00	839	None	None	no	❗Повітряна тривога – у Вінниці, Чернівцях, Полтаві, Білій Церкві, Богуславі, Миронівці й Таращі  Усі в укриття!
2022-02-27T22:11:30+00:00	838	None	None	video/mp4	«Дія» запустила нову функцію для допомоги арміїТепер переказати кошти українському війську можна прямо у застосунку. Усі гроші підуть у фонд «Повернися живим».Як знайти функцію:🔻Оновіть додаток🔻Натисніть «Документи»🔻Оберіть «Допомогти армії»🔻Введіть потрібну суму та дані своєї карткиВажливо: додаток «Дія» не зберігає платіжні дані ☝🏻
2022-02-27T21:23:27+00:00	837	None	None	no	🔴 Увечері окупанти завдавали ракетного удару по Миколаївському міжнародному аеропорту  Це підтвердив голова Миколаївської ОДА Віталій Кім кореспондентам «Суспільного».  За попередньою інформацією, російські війська вдарили по аеропорту тричі, а снаряди потрапили у злітну смугу та на перон.#stoprussia
2022-02-27T20:56:13+00:00	836	None	None	no	🇪🇺 Бойові літаки та заборона російської пропаганди. Як ЄС реагує на вторгнення Росії:  🔻 надає Україні бойові літаки, а також озброєння на 500 мільйонів євро 🔻 закриває російським літакам небо Євросоюзу 🔻 забороняє у ЄС мовлення рупорів Кремля RT та Sputnik 🔻 відключає від SWIFT низку російських банків   Про такі міри повідомив глава дипломатії ЄС Жозеп Боррель.  Завдяки новим санкціям буде заблоковано близько половини резервів банку «Росія», що перебувають у країнах G7. Євросоюз хоче закріпити санкції до завтрашнього початку роботи центробанків.   Путін захотів «повернути повагу до Росії». Він її отримує.#stoprussia
2022-02-27T20:25:45+00:00	835	None	None	unknown	💪 Ще трохи хороших новин на сьогодні – про втрати окупанта від українських військових
2022-02-27T20:09:05+00:00	834	None	None	no	🔴 Росія накопичує авіаційну техніку в Білорусі, але моральний стан окупанта низький. Вечірнє оновлення від ЗСУ:  🔻 Росія накопичує авіаційну техніку та спецпризначенців у Білорусі. На аеродромі Мачулищі – понад 50 літаків, 10 вертольотів та 2 літаки Ан-124. З аеродромів Барановичі та Мачулищі постійно злітають літаки в напрямку України.  🔻 Білоруське командування привело у бойову готовність частину своїх підрозділів.   🔻 Російські окупанти захоплюють об’єкти соціальної інфраструктури, одягають форму українських військових, поліцейських та представників ДСНС  🔻 Диверсійні групи використовують карети швидкої допомоги та поліцейські машини, викрадені з лікарень та станцій швидкої допомоги  🔻 Терористи займають приміщення дитячих таборів та шкіл, артилерія та РСЗО противника розгортаються на спортивних майданчиках.   🔻 У Києві нещодавно помітили три машини швидкої допомоги з умовним маркуванням загарбників.   🔻 У Генічеському районі на Херсонщині російські окупанти розгорнули підрозділи артилерії МСТА-С у житловій забудові.   🔻 У напрямку Макарів-Київ рухається колона, для прикриття на бронетехніці ворог розмістив дітей та жінок.  🔻 Моральний стан окупаційних військ низький: біля Корюківки на Чернігівщині російські військові готові скласти зброю і здатися в полон.  🔻 Сотні одиниць виведених з ладу броньованих машин і танків по всій території України покинуті вздовж доріг.Боротьба триває!  #stoprussia
2022-02-27T19:50:43+00:00	833	None	None	no	‼️Росія продовжує воювати проти України не тільки військовою зброєю, а й інформаційно. Створюють фальшиві сторінки представників влади, маніпулюють інформацією, створюючи якісь легенди. Сьогодні створили клон моєї сторінки в Інстаграм.❌Ввечері російські Інтернет-видання розповсюдили інформацію з посиланням на мене, що Київ нібито оточений і евакуація людей неможлива. І дивно, що це розпочали ширити українські телеграм-канали…Не вірте брехні! Довіряйте інформації тільки з офіційних джерел.Усі разом, згуртувавшись, ми вистоїмо. Україна переможе!Слава нашій армії, слава нашим громадянам! Слава Україні!
2022-02-27T19:24:21+00:00	832	None	None	unknown	🙏 Підтримати українську армію стало ще простішеЗа два дні на спеціальний рахунок Нацбанку переказали більше мільярда гривень! Але й це не межа.  Українці вирішили показати патреону, що таке справжній краудфандинг. Тепер Нацбанк ще більше спростив переказ коштів на потреби армії – зараз це можна зробити прямо на сторінці Нацбанку.Підтримуйте українську армію ось тут: https://bit.ly/3HttPSl
2022-02-27T18:44:15+00:00	831	None	None	video/mp4	🔴 Не дивись у наше небоРосійські ЗРК Бук притягли на нашу землю, щоб сіяти смерть у небі. Але цього разу смерть чекала на них із неба. Наші оператори Байракатара ювелірно відпрацювали по ворогові біля Малина, що на Житомирщині. Приємно дивитися як ракети, які мали знищувати наші літаки, збільшують зону ураження російських окупантів.#stoprussia
2022-02-27T18:28:41+00:00	830	None	None	no	🔴 Усі сирени – справжні! Навчальних зараз нема і бути не може. Не вірте фейкам у соцмережах про те, що сирени досі використовують для навчань. На їхні сигнали важливо одразу реагувати:🔻 Переривчастий звук – приготуйтеся, увімкніть телевізор або приймач, чекайте інструкцій. 🔻Безперервна сирена – повітряна тривога. Ховайтеся в укриття або хоча б подалі від вікон.
2022-02-27T18:09:55+00:00	829	None	None	unknown	🔴 У Чернігові 16 людей отримали травми: ворог гатив ракетами по центру міста.Пошкоджені житлові будинки, дитяча стоматологія.Зруйнований Молодіжний центр та колишній кінотеатр Щорса.#stoprussia
2022-02-27T18:03:27+00:00	828	None	None	no	‼ У Києві загроза ракетного удару! Всі в укриття!
2022-02-27T17:46:25+00:00	827	None	None	no	🇪🇺 Європа вміє не лише санкціями    Путін розсердив не тільки українців, які вже 4 день дають прикурити його «непереможній армії», але й стареньку неповоротку Європу. ЄС вперше в історії профінансує закупівлю озброєння для третьої сторони – для України!  Про це заявила глава Єврокомісії Урсула фон дер Ляєн та головний дипломат ЄС Жозеп Боррель.   Закупівля проводитиметься в координації з українською владою, щоб максимально закрити основні потреби нашої армії.#stoprussia
