labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok
n	10	0	1	23	15	0	1	23.9	20	2	10	2	0	0	0	8	0	0	16	8	3	4	4	1	3	8	7	5	4	28	0	0	4	1	2	4	4	1	3	2	3	239
n	2	0	1	17	8	0	0	15.166666666666666	20	0	4	1	1	0	0	3	0	0	14	3	3	5	2	2	2	8	11	1	10	48	0	3	6	2	0	11	2	3	1	2	2	182
n	2	0	0	7	4	1	0	21	31	0	8	0	0	1	0	2	0	0	6	4	1	4	4	2	2	7	9	2	8	24	0	0	3	1	0	9	1	3	2	2	0	147
n	6	1	1	20	11	1	0	32.18181818181818	40	4	16	2	0	0	0	6	0	1	16	12	2	10	7	5	4	17	13	12	15	90	0	2	9	3	2	9	3	5	3	1	1	354
n	10	1	3	46	23	1	2	25.761904761904763	82	10	23	0	1	3	0	12	0	2	29	15	3	13	15	8	8	21	43	11	31	70	6	1	12	1	0	18	10	4	8	5	1	541
n	4	0	0	14	10	0	0	26.166666666666668	20	3	6	1	0	0	0	4	0	1	8	4	7	4	4	1	2	6	5	3	4	19	2	0	0	1	0	6	1	5	0	1	0	157
n	4	0	1	18	8	0	0	21.6	17	0	7	0	0	0	2	7	0	2	13	11	3	11	7	6	6	13	12	8	7	50	0	0	2	0	0	4	1	2	2	1	4	216
n	2	0	1	21	12	1	1	31.375	90	3	17	2	0	0	0	2	3	0	16	22	8	17	14	4	4	21	21	4	22	119	2	0	11	2	0	14	2	3	5	1	1	502
n	6	0	0	13	3	3	0	13	17	2	0	0	0	0	0	3	0	0	5	7	2	3	11	1	4	6	19	2	13	22	0	0	4	1	0	2	0	0	1	1	1	169
n	90	4	21	164	155	7	3	15.403225806451612	178	29	107	2	5	9	16	151	0	12	159	68	20	43	62	27	42	123	111	37	84	486	13	16	71	18	1	80	39	47	19	10	30	2865
t	8	0	2	16	10	0	0	29.555555555555557	18	3	6	0	0	0	1	7	0	0	11	13	11	3	8	0	4	18	19	9	11	59	1	1	4	0	0	14	1	2	7	0	2	266
t	24	1	4	125	43	4	1	36.390243902439025	125	31	65	6	1	0	2	17	1	5	73	72	27	38	51	4	25	78	94	34	69	260	5	10	46	10	0	55	15	13	12	12	15	1492
t	19	0	1	47	22	0	0	35.05263157894737	50	17	26	3	1	3	1	8	0	4	37	35	5	32	7	7	6	45	36	15	34	132	3	1	9	1	1	20	9	12	4	1	10	666
t	6	0	0	29	13	0	0	29.928571428571427	21	9	8	0	0	0	0	4	0	1	20	23	6	13	6	4	4	18	15	15	14	63	5	3	7	0	0	5	3	3	4	2	6	419
t	16	0	0	33	9	1	0	25.38888888888889	23	10	20	1	0	1	1	3	0	1	33	26	7	15	13	5	11	31	24	20	10	83	2	1	9	2	0	8	3	3	5	0	11	457
t	6	3	1	53	20	0	0	23.23076923076923	49	8	20	2	0	0	0	4	1	1	22	18	4	14	8	4	4	37	29	10	25	123	0	1	17	2	0	31	0	2	3	3	6	604
t	2	2	1	14	8	1	0	35.4	9	2	3	0	0	0	0	1	0	2	11	3	2	1	4	1	0	6	5	1	3	28	1	0	5	0	0	6	3	3	3	0	5	177
t	0	0	0	19	6	0	0	15.35	56	1	14	1	0	0	0	3	0	2	14	5	1	3	1	1	5	9	14	4	9	59	2	0	3	0	0	8	3	0	5	0	2	307
t	0	0	0	4	2	0	0	32.5	3	1	3	0	0	0	0	1	0	0	5	2	1	2	2	0	1	2	7	1	2	10	0	1	0	0	0	3	1	2	1	0	3	65
t	26	0	1	39	38	1	1	24.897435897435898	69	9	37	1	0	3	27	50	0	2	49	28	13	16	30	4	13	36	42	17	26	145	1	2	24	3	1	40	8	8	17	12	11	971
t	52	0	11	131	95	3	0	21.13978494623656	120	14	79	5	0	0	28	110	1	12	139	96	19	69	51	23	32	106	75	55	61	259	9	5	36	16	3	65	33	32	10	9	25	1966
t	33	2	2	104	44	0	2	39.0625	89	6	52	4	4	1	0	20	0	2	68	56	11	34	32	7	17	54	69	14	37	336	3	1	20	6	0	49	29	16	9	6	7	1250
t	10	0	5	66	18	5	1	28.5	49	8	31	2	1	0	3	26	0	6	43	21	4	11	19	4	3	25	45	4	35	138	0	0	31	5	2	18	3	8	4	4	10	684
t	2	0	1	33	16	1	0	18.17241379310345	64	14	12	0	1	1	1	5	2	1	31	16	5	5	16	2	6	21	21	12	18	84	4	1	11	0	0	11	10	9	2	3	4	527
t	0	0	0	116	53	0	0	21.463768115942027	177	11	56	4	2	7	2	11	2	0	50	66	12	62	27	7	13	90	59	26	40	266	7	3	32	8	2	64	17	14	9	2	15	1481
t	16	1	3	54	52	3	0	25	54	5	37	6	0	4	2	27	0	5	58	14	7	8	17	7	8	33	22	11	19	182	0	3	22	4	0	29	5	13	5	4	9	900
t	14	0	8	97	62	2	1	22.19607843137255	29	6	45	3	0	2	10	33	0	2	74	31	12	30	26	11	10	55	53	22	31	198	7	7	69	10	1	27	22	11	5	10	23	1132
t	4	4	5	107	44	2	0	20.694915254237287	79	6	70	4	0	0	5	16	6	20	73	48	10	31	28	11	16	71	64	19	44	253	0	4	24	3	0	21	10	14	2	12	30	1221
t	8	0	15	200	118	2	0	26.69736842105263	142	6	100	6	8	3	1	35	0	15	102	112	24	76	33	18	23	128	103	32	74	409	10	11	62	20	2	50	14	38	6	12	12	2029
t	28	1	4	108	42	0	0	22.676056338028168	170	23	47	2	0	0	2	26	0	4	76	55	20	23	25	18	12	49	76	31	29	289	2	2	11	1	0	62	17	7	4	2	19	1610
t	33	0	1	89	29	0	1	31.607142857142858	63	19	40	2	1	0	1	10	0	7	30	34	4	29	16	16	11	70	42	12	33	156	4	4	37	10	0	27	22	13	6	6	6	885
t	32	1	3	41	16	1	0	22.585365853658537	81	19	38	4	1	1	0	28	0	4	36	57	8	45	19	9	9	65	43	20	44	182	6	4	13	0	0	25	6	11	9	5	9	926
t	18	0	2	36	21	1	1	33.708333333333336	58	19	29	3	0	0	1	27	0	16	25	13	9	11	19	5	11	21	50	8	35	166	2	5	11	4	2	31	9	10	8	3	7	809
t	19	0	3	56	29	2	1	32.285714285714285	76	6	18	3	1	0	2	12	0	1	25	27	8	28	14	15	3	41	27	25	28	135	5	3	13	1	0	25	11	3	4	1	11	678
t	18	0	13	187	108	0	1	20.305555555555557	291	14	107	8	2	1	29	93	0	8	167	112	19	79	59	33	46	130	171	67	108	517	7	6	57	15	0	125	42	26	17	18	35	2924
t	13	0	3	82	41	1	2	33.15151515151515	106	10	32	3	2	1	0	13	0	3	49	29	14	26	21	12	16	52	56	24	48	208	8	4	17	5	2	28	15	13	15	6	15	1094
t	36	0	7	135	84	1	1	22.541176470588237	204	7	85	2	2	0	21	58	0	5	79	33	27	20	57	8	58	34	126	16	56	313	0	7	23	13	2	44	22	10	7	10	10	1916
t	8	0	6	67	46	4	2	21.877551020408163	46	3	42	5	0	1	39	58	0	5	84	15	4	12	9	10	10	32	56	8	23	176	7	4	29	6	1	28	18	10	7	8	8	1072
t	6	2	11	127	74	1	1	26.92982456140351	96	10	90	5	1	0	1	36	0	9	101	50	51	51	30	28	19	85	80	37	52	268	15	2	35	7	5	47	14	33	8	10	26	1535
t	8	0	4	94	55	7	0	28.657894736842106	57	6	50	4	3	0	0	26	1	11	65	65	6	33	21	8	8	72	52	20	43	219	1	7	33	11	0	40	10	12	9	12	11	1089
t	14	0	2	26	37	3	1	23.105263157894736	26	4	14	1	0	5	8	24	0	2	29	15	2	9	5	3	6	24	13	9	13	46	4	2	12	1	2	12	10	5	2	2	2	439
t	4	1	9	69	65	1	0	29.473684210526315	128	8	44	2	3	2	0	12	4	7	55	17	22	19	37	5	26	40	60	15	39	235	5	10	19	5	2	31	11	5	11	8	12	1120
t	13	0	0	24	12	0	1	22.38888888888889	45	6	10	1	2	2	1	8	2	2	17	5	5	6	11	3	6	9	35	5	20	110	2	2	10	4	1	15	3	1	1	3	4	403
t	1	0	0	6	2	0	1	20.333333333333332	27	1	7	0	0	0	0	2	0	1	1	0	0	2	2	0	2	3	6	0	3	21	0	0	4	0	0	6	3	0	0	0	1	122
t	0	0	0	1	1	0	0	17	4	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	1	3	0	1	3	0	0	0	0	0	2	0	0	0	0	0	17
t	0	0	1	18	7	0	0	24.9	35	4	17	2	1	0	0	3	0	0	14	9	0	4	5	1	2	12	7	8	4	36	0	0	2	0	0	11	3	3	2	1	4	249
t	24	0	8	213	90	3	1	17.84328358208955	277	22	93	4	2	7	4	37	0	14	122	83	28	64	57	16	29	134	137	29	98	376	24	4	60	5	2	107	34	26	22	8	19	2391
t	64	3	5	140	59	5	7	26.2972972972973	141	25	85	7	1	1	2	24	1	18	76	50	17	25	34	12	21	61	114	16	76	432	10	1	42	12	2	52	8	35	9	16	10	1946
t	16	3	4	80	27	2	0	30	106	24	38	4	1	0	5	20	1	7	46	22	9	20	19	6	8	41	56	13	40	181	8	4	28	5	3	53	3	5	6	5	10	1050
t	15	0	1	43	26	1	2	24.11764705882353	141	13	40	1	0	0	1	15	0	7	35	11	4	8	15	3	10	27	39	11	26	116	2	2	14	2	0	25	9	7	8	1	5	820
t	42	1	7	80	56	3	0	21.333333333333332	48	18	60	4	0	0	10	75	2	8	105	37	16	27	37	10	24	50	51	26	32	198	0	7	18	8	1	32	23	16	8	2	23	1280
t	18	0	1	54	19	1	1	34.36	106	11	32	2	0	0	13	26	0	4	36	27	5	13	22	3	10	31	37	9	26	163	6	1	28	2	1	30	5	10	7	1	8	859
t	18	1	0	48	18	0	2	30.523809523809526	64	15	27	0	1	1	2	18	0	7	24	20	7	11	15	3	12	27	29	13	20	155	8	5	7	1	2	23	3	12	4	3	2	641
t	12	3	3	49	17	0	0	32.476190476190474	46	11	28	0	0	0	0	11	2	3	21	24	12	14	15	10	3	31	31	15	13	150	2	0	3	9	0	23	5	5	2	0	7	682
t	33	1	5	66	42	1	4	37.766666666666666	50	13	59	1	3	0	3	27	0	5	79	43	16	24	21	21	6	55	49	23	19	223	2	5	36	2	2	38	11	22	8	7	25	1133
t	30	0	3	44	28	1	1	40.57142857142857	90	23	32	4	2	2	3	26	0	3	71	17	2	12	11	1	5	27	21	11	13	148	7	1	27	1	0	30	9	19	6	4	19	852
t	65	0	3	118	82	3	0	23.475609756097562	230	23	74	1	0	1	29	83	0	5	85	30	26	23	46	13	50	58	101	37	55	270	0	11	24	7	3	61	24	17	17	8	13	1925
t	18	0	2	33	19	0	0	40.142857142857146	69	7	27	1	0	1	3	12	0	0	36	1	6	1	9	0	10	5	31	1	20	105	2	3	10	2	1	6	8	5	2	1	11	562
t	6	0	8	102	93	2	3	21.602739726027398	89	2	71	1	1	6	11	71	0	10	90	26	18	22	39	14	31	44	92	20	51	279	9	2	23	17	1	41	21	28	8	18	14	1577
t	77	0	12	160	106	5	1	17.63975155279503	209	20	119	10	0	8	52	183	1	8	167	46	37	22	70	17	82	78	154	46	84	403	5	7	43	10	3	92	27	26	19	21	21	2840
t	6	1	2	41	4	1	0	25.37037037037037	76	6	19	1	0	0	0	8	0	1	33	7	3	3	9	1	6	12	23	3	22	148	1	2	15	3	2	36	4	7	4	3	6	685
t	32	0	6	99	77	0	3	22.130434782608695	102	28	44	3	1	0	9	42	1	1	67	47	29	21	41	6	21	76	77	30	45	249	7	14	22	0	1	70	14	10	22	3	12	1527
t	30	0	7	68	51	1	1	17.210526315789473	140	17	59	3	0	1	17	87	2	7	72	31	22	18	47	1	36	42	87	21	42	179	2	5	20	0	1	39	9	8	15	15	13	1635
t	51	0	0	83	39	1	2	13.645454545454545	96	29	47	3	0	2	8	82	0	4	69	48	21	37	29	6	20	71	51	37	30	191	4	1	25	1	1	42	15	5	12	4	7	1501
t	77	0	31	362	296	13	5	23.94890510948905	560	58	274	12	5	12	27	204	11	25	393	108	73	95	159	45	115	214	375	73	243	1249	40	30	151	32	5	312	92	115	48	30	71	6562
t	0	0	0	3	13	0	0	15.76923076923077	7	1	10	0	0	3	0	12	0	1	19	1	2	0	6	1	3	2	12	2	8	30	0	0	0	2	0	6	2	0	2	3	3	205
t	0	0	0	3	1	0	0	25.5	9	0	2	0	0	0	0	0	0	0	0	1	1	1	2	0	1	2	4	0	3	3	0	1	0	0	0	2	0	0	0	1	0	51
t	0	0	0	4	2	0	0	17	1	1	0	0	0	0	0	0	0	0	1	6	1	4	0	0	0	5	1	1	0	0	2	0	0	0	0	2	0	1	0	0	0	34
t	2	0	0	12	4	0	0	27	11	0	6	2	0	0	0	0	0	1	5	4	1	3	3	1	1	7	3	6	4	35	0	0	2	0	0	4	1	1	1	0	0	135
t	0	0	0	2	1	0	0	22.5	2	0	4	0	0	0	0	0	0	1	6	4	1	4	0	1	0	5	3	2	2	6	1	0	2	0	0	1	1	0	0	0	1	45
t	2	0	0	4	4	0	0	36.5	10	1	4	0	0	0	1	2	0	2	4	3	0	2	1	0	0	5	5	1	2	11	0	0	0	0	0	2	0	1	0	1	1	73
t	0	0	0	4	1	0	0	34.5	10	1	4	0	0	0	0	2	0	0	3	1	0	2	0	1	0	2	3	0	3	16	0	0	5	0	1	2	0	0	1	0	0	69
t	12	0	0	35	6	1	0	20.714285714285715	54	9	7	0	0	0	0	7	0	2	23	20	5	10	8	4	7	22	27	10	31	108	4	0	7	4	0	20	3	3	3	3	5	435
t	6	0	1	61	32	0	0	25.625	73	5	25	2	1	4	0	4	0	1	52	25	7	19	35	3	13	24	45	8	33	184	13	5	24	4	0	41	13	9	6	1	16	820
t	8	0	0	40	12	0	0	24.8125	40	13	20	1	0	0	2	5	0	1	21	16	8	10	12	1	7	21	23	8	21	75	1	1	3	2	2	13	8	6	1	1	6	397
t	0	0	0	10	3	0	0	30	8	0	2	0	0	0	0	2	0	0	2	5	0	2	0	0	0	3	3	1	1	13	0	0	0	2	0	5	1	0	0	1	0	90
t	4	0	0	9	4	0	0	32.75	15	0	4	0	0	0	0	1	0	0	8	0	3	2	6	0	4	2	8	0	3	21	2	0	1	0	0	7	0	1	1	0	2	131
t	11	0	2	10	10	0	0	21.727272727272727	12	5	9	0	0	0	9	20	0	1	21	5	1	3	2	1	3	9	9	5	8	39	0	1	4	0	0	8	5	2	1	2	1	239
t	6	0	0	7	5	0	0	29.166666666666668	16	2	3	0	0	1	0	6	0	0	6	8	0	9	1	4	0	10	9	4	11	30	0	1	3	0	1	6	2	3	0	0	4	175
t	4	0	0	3	5	0	0	20.25	1	0	6	0	0	0	0	6	0	0	2	1	1	5	2	2	2	5	7	4	4	6	2	0	3	0	0	2	7	1	2	1	1	81
t	66	6	8	603	204	20	5	26.117346938775512	946	43	615	15	0	0	7	39	0	192	337	112	25	88	209	34	163	266	584	107	410	2553	35	16	251	91	0	163	80	111	23	69	127	10238
t	20	5	4	306	90	13	0	23.282178217821784	426	20	302	6	0	0	1	17	0	81	151	49	11	59	82	17	43	142	247	60	188	1267	30	8	136	29	0	66	35	45	12	42	53	4703
r	0	0	2	104	37	2	0	18.40277777777778	162	23	45	5	0	0	1	15	0	5	67	43	20	28	27	5	24	76	81	19	52	190	10	2	34	4	2	54	6	8	10	4	20	1325
r	1	10	4	94	35	1	1	20.17241379310345	104	12	40	5	1	1	0	4	10	9	41	25	12	16	37	10	8	47	70	7	43	204	1	2	29	3	5	36	8	11	3	3	4	1170
r	0	0	2	19	10	0	0	32.57142857142857	37	4	11	0	0	0	1	9	0	3	7	6	3	0	3	2	2	4	16	2	11	25	0	0	6	0	0	7	3	6	0	1	1	228
r	0	2	0	46	12	0	2	14.975	97	17	13	8	0	0	0	2	9	6	13	9	8	7	14	8	0	27	29	5	23	61	0	0	20	1	0	19	7	3	6	0	5	599
r	1	0	1	24	8	0	0	19.545454545454547	82	12	9	1	0	0	4	12	0	2	9	5	4	2	10	0	7	4	36	2	24	84	1	1	8	1	0	17	8	3	1	2	1	430
r	0	7	2	55	17	0	0	17.340425531914892	83	15	29	5	0	0	0	7	5	0	32	8	6	14	17	2	7	29	34	9	19	146	4	1	11	2	0	22	12	6	10	1	12	815
r	1	4	2	40	19	0	0	25.5	71	7	20	3	0	0	9	12	4	9	14	7	3	6	10	1	6	12	27	3	25	88	0	2	18	0	0	29	10	7	4	0	3	612
r	0	12	0	37	17	1	0	16.6046511627907	109	7	18	3	0	0	0	6	1	0	23	12	7	7	12	1	9	17	30	4	18	119	0	0	9	3	2	23	1	5	9	0	2	714
r	0	0	1	44	22	1	0	17.575	99	7	24	6	0	0	0	8	1	2	30	24	14	18	12	4	2	36	28	19	12	93	0	0	17	3	2	23	8	5	6	0	4	703
r	4	12	5	99	55	1	0	23.344827586206897	115	16	50	10	2	2	0	28	7	4	55	17	11	27	22	2	15	35	58	8	29	162	1	2	26	16	1	40	15	17	10	3	12	1354
r	1	5	4	67	47	2	0	26.75	87	15	34	5	0	0	3	21	4	4	40	35	4	19	20	6	9	50	54	16	36	174	1	1	23	12	0	24	19	15	4	5	6	1070
r	0	0	0	44	19	0	0	22.392857142857142	97	13	21	4	0	0	0	12	0	6	32	13	10	6	16	1	7	15	49	5	24	114	0	1	17	0	0	17	4	9	3	3	8	627
r	0	0	1	23	8	0	0	17.529411764705884	42	5	9	4	0	0	1	1	0	0	9	4	4	3	10	0	0	10	14	0	10	56	0	0	10	2	0	7	4	2	2	0	5	298
r	0	0	2	23	6	0	0	16.357142857142858	81	10	15	1	0	0	0	5	0	0	15	11	1	5	11	0	8	14	32	7	25	67	0	1	16	3	0	15	2	6	1	0	1	458
r	1	0	1	48	16	0	1	20.074074074074073	71	8	19	2	0	0	9	13	4	1	24	5	2	9	10	2	6	20	19	1	24	108	2	0	14	2	0	27	3	6	5	1	7	542
r	1	1	3	30	22	0	1	18.896551724137932	115	7	19	2	2	0	1	5	0	0	23	14	3	10	11	1	2	19	21	5	11	55	2	0	16	4	0	13	4	2	1	1	6	548
r	0	0	0	16	6	0	0	10.545454545454545	41	3	5	3	0	0	1	4	0	0	8	6	0	3	3	0	3	6	17	0	17	29	2	0	7	0	0	10	4	2	0	1	0	232
r	0	0	1	36	15	0	0	16.137931034482758	71	7	11	5	0	0	0	9	0	0	18	13	1	8	4	3	3	16	35	8	24	92	1	0	6	1	0	13	5	2	0	1	3	468
r	0	0	1	28	12	0	0	23.2	68	7	18	2	0	0	12	13	0	0	14	3	1	6	6	1	3	17	20	1	19	99	0	0	3	1	0	11	16	2	0	2	5	464
r	3	3	3	57	41	1	0	18.169811320754718	81	6	43	2	1	0	0	7	3	3	38	17	7	15	20	4	6	31	39	9	36	200	6	0	21	3	1	34	7	7	7	2	7	963
r	0	0	6	126	53	2	0	24.20689655172414	105	6	93	10	2	1	0	15	0	14	63	42	17	41	41	14	13	77	94	21	53	221	0	0	38	13	1	54	7	18	13	9	17	1404
r	0	6	4	99	41	1	0	23.365384615384617	99	5	43	6	1	0	0	12	2	7	40	11	4	14	21	10	7	39	39	11	29	211	3	12	35	14	2	33	14	17	4	8	6	1215
r	1	3	2	50	25	1	0	19.344827586206897	57	2	14	6	1	0	0	3	5	5	15	13	6	11	5	6	6	23	24	12	24	75	0	0	15	3	0	16	9	5	6	2	5	561
r	108	8	12	299	170	6	18	20.733050847457626	457	82	151	16	3	4	3	71	3	15	188	176	28	63	129	58	62	172	286	74	189	930	13	6	161	55	4	118	47	71	32	41	41	4893
r	5	0	3	89	39	0	0	20.21276595744681	63	3	49	6	0	0	0	6	0	6	37	26	11	14	29	6	10	25	64	10	41	191	1	0	13	3	0	15	14	11	3	8	11	950
f	0	0	0	12	6	0	0	87	30	2	5	1	0	0	0	1	0	0	5	4	2	2	5	1	0	9	11	0	8	26	0	0	7	0	0	8	0	0	0	1	2	174
f	2	1	3	59	38	17	1	23.170212765957448	143	16	52	2	0	0	4	35	0	6	62	44	8	26	14	0	5	48	44	13	24	159	2	8	21	10	0	20	19	23	4	7	8	1089
f	3	1	2	53	38	0	0	21.55263157894737	91	23	41	5	0	0	1	26	0	1	49	10	1	5	16	2	3	15	41	2	23	145	5	5	21	12	0	31	17	21	4	4	7	819
f	0	0	2	22	28	0	0	18.8	45	6	18	1	0	0	0	10	0	2	21	24	3	16	10	1	7	26	19	22	12	88	2	0	7	0	0	21	12	2	6	0	5	470
f	0	0	0	15	13	0	0	21	28	4	15	5	0	0	2	10	0	2	8	6	3	4	7	0	3	7	8	1	8	33	0	2	1	0	0	8	3	5	1	2	1	231
f	1	0	0	26	14	2	0	25.8	52	3	12	2	0	1	0	8	3	2	15	17	8	13	12	6	5	21	30	12	16	68	0	0	4	0	0	10	2	1	2	3	4	387
f	9	0	5	109	64	4	1	23.766233766233768	202	37	72	3	0	1	11	66	0	14	118	62	11	57	29	16	19	101	93	25	59	334	13	7	50	19	4	46	18	26	12	10	19	1830
f	6	1	0	63	38	3	0	20.06382978723404	108	17	33	2	1	0	1	35	0	8	59	19	3	12	14	3	12	25	43	8	31	161	0	3	18	6	0	23	6	10	3	5	11	943
f	10	0	1	119	71	3	0	22.753424657534246	132	27	72	6	1	4	12	46	0	19	69	72	34	37	74	13	41	91	131	42	77	270	2	5	44	10	1	27	10	18	11	6	16	1661
f	0	0	3	130	52	0	2	24.4390243902439	118	4	58	8	3	2	2	10	0	3	38	35	15	28	24	18	21	55	54	17	46	175	2	3	35	1	0	26	8	9	3	10	2	1002
f	2	2	2	68	29	3	1	25.764705882352942	211	18	48	3	1	0	3	22	3	3	53	18	9	16	26	10	18	46	71	15	48	200	0	2	16	2	0	62	5	17	9	5	10	1314
f	0	0	0	71	56	2	0	16.363636363636363	138	7	38	7	0	0	12	37	0	2	56	13	20	11	34	1	28	21	64	9	39	200	0	9	22	6	0	24	10	5	5	4	8	1080
f	6	0	3	54	51	1	3	16.386666666666667	117	20	41	4	0	1	18	60	3	3	72	23	8	21	37	6	32	33	77	20	52	192	3	7	51	2	1	44	9	15	9	5	6	1229
f	4	4	3	78	43	0	2	31.022727272727273	174	20	60	6	1	0	4	26	4	8	44	21	21	17	37	8	22	40	77	6	64	235	4	6	32	10	0	34	16	18	11	7	8	1365
f	2	0	2	27	9	0	0	21.333333333333332	42	10	12	0	0	0	0	8	0	1	14	13	7	4	13	2	9	16	24	1	19	72	2	3	4	5	0	7	3	8	3	0	3	384
f	0	2	2	68	21	0	1	28.7027027027027	133	11	50	5	1	1	3	17	2	8	34	31	15	21	23	10	10	51	58	22	38	213	1	4	16	5	2	31	10	13	3	4	8	1062
f	2	0	1	11	13	0	1	17.733333333333334	36	2	10	0	0	1	3	12	2	1	14	8	3	3	5	0	3	9	9	2	5	36	5	0	5	4	0	11	3	7	0	1	1	266
f	0	0	1	20	5	0	0	34.285714285714285	20	5	11	0	0	0	0	7	0	1	8	11	3	8	3	3	0	14	10	7	8	47	1	0	2	2	0	6	3	3	0	1	3	240
f	6	0	0	26	11	1	0	19.44	69	10	17	1	0	0	4	12	0	2	17	12	4	11	12	1	7	19	26	4	18	93	6	1	5	6	0	19	1	2	1	3	2	486
f	9	0	9	104	70	2	0	22.5	141	39	63	2	1	2	22	76	0	7	116	49	15	38	27	16	23	82	60	31	42	200	11	6	39	15	0	61	24	24	21	10	24	1665
f	0	20	0	28	26	0	14	21.185185185185187	82	11	25	3	0	0	0	11	0	1	24	20	6	14	11	4	3	26	21	12	18	97	7	0	37	0	0	12	3	2	6	4	3	572
f	2	0	4	19	21	0	0	21.45	44	6	23	0	0	0	1	23	0	2	35	13	2	12	14	7	2	25	23	15	18	46	0	1	3	2	0	13	11	8	1	0	6	429
f	4	0	2	21	16	2	0	19.5	49	6	14	0	0	0	0	12	0	4	17	5	5	3	10	1	2	10	17	5	14	64	1	4	6	0	0	11	3	6	1	2	3	429
f	7	1	2	37	26	1	1	19.457142857142856	85	14	30	0	0	3	5	17	0	1	40	14	14	18	12	5	9	30	32	11	28	108	4	6	45	1	0	14	4	14	3	2	3	681
f	0	0	1	27	16	0	0	21.208333333333332	52	12	15	0	0	0	0	15	0	1	29	10	5	4	9	5	1	15	13	10	25	104	0	1	7	1	1	20	9	3	4	3	12	509
f	1	0	3	31	24	1	0	17.058823529411764	41	1	23	1	0	0	6	33	0	3	30	13	10	9	24	4	22	11	31	11	21	111	2	0	8	4	0	9	19	8	4	1	5	580
f	2	0	3	26	11	1	0	17.38095238095238	34	3	9	2	0	1	0	14	0	2	20	17	8	15	8	6	7	24	16	10	13	46	1	0	7	0	0	10	4	1	4	1	10	365
