labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok
n	14	0	4	34	21	1	1	15.925925925925926	27	9	21	3	0	3	3	19	1	2	19	8	2	6	7	3	2	13	22	7	18	77	0	1	5	4	0	12	5	6	4	4	5	430
n	4	0	2	53	30	0	0	19.37142857142857	58	2	26	0	1	0	3	9	0	2	29	49	17	25	21	24	13	63	38	33	17	118	1	0	9	0	0	29	13	5	7	4	10	678
n	4	3	2	50	30	3	0	25.36	59	4	35	3	2	0	3	19	1	4	35	14	8	11	16	4	17	25	35	17	27	150	5	4	6	0	1	16	9	8	2	4	10	634
n	13	0	6	43	28	2	1	20.114285714285714	45	8	34	7	0	0	8	24	0	8	39	17	4	16	14	4	9	27	43	11	31	135	4	2	20	8	0	20	4	5	1	8	8	704
n	0	0	4	15	22	3	2	18.176470588235293	16	2	15	1	0	0	5	22	0	0	21	9	4	3	9	2	5	11	15	6	8	40	1	5	9	5	0	17	1	5	6	0	3	309
n	4	1	0	21	6	1	0	27.2	31	4	7	0	1	2	0	4	0	3	15	12	2	7	2	1	0	14	11	3	10	67	0	1	8	0	0	14	3	2	2	0	3	272
n	1	0	2	33	19	0	0	16.529411764705884	17	4	11	2	1	0	0	5	0	2	20	11	4	10	9	8	4	20	18	7	15	32	4	0	11	0	0	13	4	4	3	1	4	281
n	0	0	0	7	3	0	0	18.4	19	0	5	0	0	0	0	1	0	0	4	5	3	2	5	2	1	3	3	3	2	6	0	0	2	0	0	3	0	2	1	1	1	92
n	106	2	53	534	733	17	9	14.477243172951885	547	56	530	19	3	83	253	819	0	54	720	103	91	69	195	39	197	161	466	105	270	1685	25	53	199	130	18	279	259	253	45	67	59	11133
n	2	0	1	5	2	0	0	20.5	23	2	4	0	0	0	0	3	0	0	9	2	1	2	7	0	4	4	11	0	8	31	0	0	1	0	0	8	0	1	1	2	3	123
n	23	0	4	26	29	1	2	15.709677419354838	19	11	21	0	0	7	11	34	0	3	31	9	4	3	10	2	3	13	19	4	12	52	3	1	21	6	0	10	5	10	0	3	4	487
n	0	0	0	10	5	1	0	27.75	17	4	8	0	0	0	0	0	0	0	11	21	2	18	4	5	1	23	14	12	12	49	0	2	2	0	0	15	1	3	3	2	3	222
n	10	1	3	14	4	0	1	34	28	4	12	0	0	0	4	12	0	0	16	4	1	3	8	4	5	3	17	3	14	38	0	1	3	3	0	11	1	4	1	1	1	272
n	2	0	0	9	2	0	0	17.375	20	1	1	0	0	0	0	2	0	0	1	12	3	9	7	3	0	13	13	7	5	23	1	0	1	0	0	2	1	0	1	0	0	139
n	4	0	0	6	2	0	0	14.454545454545455	25	2	2	0	0	0	0	0	0	0	3	10	2	9	11	1	3	12	19	3	12	21	1	0	1	0	0	1	0	0	1	1	0	159
n	4	0	0	6	2	0	0	8.368421052631579	25	2	2	0	0	0	0	0	0	0	3	10	2	9	11	1	3	12	19	3	12	21	1	0	1	0	0	1	0	0	1	1	0	159
n	4	0	0	6	1	0	0	11.285714285714286	25	2	2	0	0	0	0	0	0	0	3	10	2	9	11	1	3	12	20	3	12	20	1	0	1	0	0	1	0	0	1	1	0	158
n	90	4	21	164	155	7	3	15.403225806451612	178	29	107	2	5	9	16	151	0	12	159	68	20	43	62	27	42	123	111	37	84	486	13	16	71	18	1	80	39	47	19	10	30	2865
t	4	0	0	20	4	0	2	38.666666666666664	22	5	9	0	0	0	1	4	0	1	13	9	4	6	6	2	4	15	15	2	8	55	1	1	7	2	0	8	4	2	2	2	2	232
t	53	2	3	105	31	3	0	32.25581395348837	121	38	57	2	0	1	3	18	0	4	70	63	19	49	38	10	17	82	72	38	48	279	1	1	28	8	0	48	11	16	6	6	18	1387
t	15	1	0	37	18	1	0	27.523809523809526	34	7	22	2	0	0	0	19	0	4	43	21	4	16	8	5	6	27	21	3	15	107	8	5	25	4	2	25	7	16	4	1	10	578
t	34	0	2	62	58	1	2	36.592592592592595	56	16	36	4	0	0	5	28	1	6	68	42	5	22	21	9	5	55	40	14	36	261	4	8	26	6	1	27	14	17	5	1	18	988
t	14	2	5	59	38	2	0	36.19230769230769	74	11	33	4	0	0	10	23	0	12	37	20	6	9	25	4	12	28	42	7	30	180	1	5	14	3	0	39	16	5	2	3	11	941
t	28	0	1	47	30	1	0	27.4	57	9	32	0	0	1	3	19	0	4	54	23	12	19	17	5	10	40	48	8	24	232	3	3	17	5	0	20	15	13	4	1	8	822
t	31	0	5	75	34	0	0	21.833333333333332	52	12	44	4	2	0	8	44	0	4	59	30	10	18	25	4	14	35	48	16	27	181	2	3	20	3	0	37	9	3	9	5	10	1048
t	16	0	1	43	14	0	0	27.44	89	21	29	0	0	0	0	17	0	1	30	27	9	25	13	9	10	42	36	14	37	177	4	0	14	3	0	29	8	10	7	7	4	686
t	14	0	2	53	21	2	0	23.627906976744185	113	23	24	1	3	0	0	12	5	2	54	14	2	7	13	5	4	28	36	5	22	203	1	0	4	0	0	38	8	11	2	2	17	1016
t	31	0	5	53	47	2	0	20.72222222222222	109	14	43	1	2	4	18	60	1	2	59	31	19	16	24	2	9	47	45	20	32	196	2	6	22	3	2	33	9	11	8	10	15	1119
t	2	0	0	40	26	0	0	18.515151515151516	55	5	23	3	0	5	4	8	0	2	48	20	5	12	11	2	4	34	23	19	13	104	2	4	18	0	0	21	8	2	6	4	10	611
t	0	0	0	2	1	0	0	35	7	0	3	1	0	0	0	0	0	0	1	2	2	1	0	0	0	3	0	2	0	6	0	0	0	0	0	1	0	0	1	0	0	35
t	0	0	1	11	5	0	0	22.333333333333332	8	1	7	1	0	0	0	1	0	0	6	9	5	13	1	1	1	18	4	5	4	12	0	1	1	0	0	1	0	2	0	0	3	134
t	9	1	1	54	11	2	0	30.842105263157894	54	19	24	3	0	0	0	5	0	0	35	29	9	25	12	5	7	43	33	20	25	106	4	2	5	2	0	21	4	4	5	0	12	586
t	4	0	1	133	64	0	0	20.863013698630137	163	15	62	6	2	8	2	13	2	1	58	63	9	63	29	10	10	88	63	20	37	288	4	3	29	9	2	67	17	12	9	3	16	1523
t	12	0	1	32	5	1	2	37.54545454545455	47	14	26	1	1	0	2	9	0	0	21	14	2	9	8	2	5	21	20	3	16	61	5	0	11	3	0	12	6	3	2	2	4	413
t	24	1	3	90	61	2	1	24.57777777777778	62	12	35	2	4	1	4	29	4	10	57	36	12	28	21	5	18	52	58	15	36	232	6	6	32	10	3	21	10	20	7	5	14	1106
t	20	0	5	86	74	5	0	30.97222222222222	105	10	54	3	1	1	13	25	0	3	58	28	10	20	21	1	13	36	54	8	42	204	0	4	33	11	4	24	13	19	7	4	12	1115
t	34	0	13	180	133	13	0	22.653465346534652	128	5	132	5	0	8	6	85	3	11	138	82	39	57	76	22	43	122	123	37	90	400	4	16	57	9	1	75	18	22	25	9	10	2288
t	2	0	19	147	92	2	0	20.36	80	7	97	2	1	1	2	36	0	11	108	81	16	46	32	13	12	97	69	26	57	271	3	1	30	10	5	64	22	17	13	8	21	1527
t	32	1	13	85	49	1	1	17.678571428571427	48	12	53	2	0	2	17	60	0	8	123	47	14	41	22	7	24	62	68	33	40	310	1	3	35	5	0	37	14	24	10	6	21	1485
t	27	2	1	57	32	5	1	32.851851851851855	60	15	31	1	1	1	4	29	0	7	43	35	12	26	29	6	11	41	52	13	34	167	5	3	23	2	0	19	5	8	6	2	7	887
t	10	0	3	26	15	1	0	30.055555555555557	54	11	19	0	0	0	0	14	0	0	40	12	7	11	17	5	14	16	27	8	18	95	0	3	12	0	2	21	8	4	6	1	13	541
t	18	1	4	89	50	0	0	21.50793650793651	160	23	48	1	1	0	0	4	1	6	54	49	7	13	33	8	4	44	64	17	36	275	9	7	12	4	0	63	16	10	4	2	14	1355
t	13	1	3	35	22	4	2	35.526315789473685	83	5	25	4	0	0	3	9	2	4	29	9	5	2	29	0	9	15	36	5	29	168	2	0	12	4	2	29	6	6	7	2	6	675
t	15	0	10	143	52	1	0	19.86904761904762	280	0	57	7	1	2	1	24	0	2	56	45	14	26	38	31	30	73	85	25	51	242	2	9	34	5	2	39	20	5	6	2	3	1669
t	0	0	4	53	63	1	0	18.348837209302324	30	3	41	1	4	0	1	28	1	4	46	28	12	32	15	21	12	50	28	28	25	138	2	8	25	4	0	19	14	13	8	13	4	789
t	33	3	3	68	34	0	1	30.48148148148148	68	12	32	6	2	0	0	10	0	4	35	20	10	12	36	9	14	28	63	21	43	146	3	6	16	8	0	25	9	4	3	5	5	823
t	7	1	4	86	54	3	2	20.892307692307693	103	17	55	3	0	2	18	68	0	10	85	29	17	21	39	15	22	58	82	28	66	346	2	7	34	8	2	52	15	39	8	9	16	1358
t	8	0	8	67	28	1	1	27.65625	31	4	46	2	1	0	5	29	2	7	58	21	16	18	32	6	32	30	82	12	48	166	1	2	27	1	0	23	12	12	2	3	10	885
t	42	0	5	98	64	2	0	21.452830188679247	69	7	46	9	4	0	0	17	0	10	68	54	11	38	16	15	12	89	56	23	36	231	4	2	29	7	0	42	9	14	4	10	17	1137
t	11	0	3	91	65	1	0	30.4	20	3	66	11	4	5	2	23	2	10	61	19	10	38	26	10	18	56	63	11	39	295	16	3	25	8	2	24	14	16	7	6	15	1064
t	5	0	6	71	46	1	1	24.634146341463413	102	1	49	0	1	4	3	22	0	2	48	11	8	8	28	4	24	25	69	6	38	230	0	5	33	10	4	43	7	9	4	7	7	1010
t	22	0	3	37	25	1	0	18.825	72	12	21	1	2	2	4	22	1	9	40	12	13	10	37	3	26	41	54	14	31	186	6	2	16	5	0	24	8	7	4	8	8	753
t	8	0	2	25	18	3	1	16.65625	71	5	11	0	1	3	2	17	0	1	31	5	1	6	8	0	2	10	21	7	18	128	0	2	10	3	1	12	5	2	3	4	5	533
t	14	1	7	103	71	1	0	24.770491803278688	101	13	51	5	4	2	6	37	0	3	68	32	22	26	48	10	23	47	77	24	56	328	3	7	14	11	0	55	24	10	16	1	7	1511
t	0	0	1	11	4	1	0	22	17	2	5	0	0	0	0	9	0	0	6	6	1	5	1	1	0	8	6	2	2	16	0	0	3	0	0	7	0	1	1	3	2	154
t	24	0	8	213	90	3	1	17.84328358208955	277	22	93	4	2	7	4	37	0	14	122	83	28	64	57	16	29	134	137	29	98	376	24	4	60	5	2	107	34	26	22	8	19	2391
t	16	2	6	43	25	0	1	28.857142857142858	31	5	22	4	1	0	7	16	4	4	32	20	4	12	11	1	5	27	23	10	19	100	7	2	5	4	0	26	16	6	7	0	6	606
t	36	0	0	77	31	0	1	29.026315789473685	101	24	42	3	0	1	4	22	1	8	55	39	12	30	33	5	19	48	79	18	56	249	4	5	29	6	1	39	12	12	6	7	17	1103
t	21	0	1	69	22	3	0	31.571428571428573	65	17	40	1	0	0	1	8	0	3	46	42	12	22	14	10	10	51	39	19	32	239	5	2	29	6	0	19	13	13	6	4	13	884
t	23	0	1	55	39	0	1	39.291666666666664	82	17	45	3	1	0	16	36	2	2	66	11	1	10	14	0	8	29	50	1	40	225	4	4	22	10	0	38	12	17	4	3	13	943
t	7	0	1	24	23	0	0	25.055555555555557	42	2	22	0	0	0	3	7	0	2	20	11	0	4	6	0	0	13	13	3	18	109	0	3	10	3	1	15	6	6	1	1	10	451
t	10	4	1	59	24	0	2	30.774193548387096	162	15	34	3	0	0	0	11	4	2	44	9	4	5	17	0	11	13	38	6	33	214	1	2	12	10	0	24	8	12	5	0	9	954
t	16	0	1	29	9	1	0	35.166666666666664	28	11	18	3	0	1	0	9	1	2	17	17	3	11	12	3	7	24	33	9	19	114	2	0	9	2	0	8	2	4	0	5	5	422
t	12	0	4	42	15	4	0	29.88235294117647	51	10	25	2	0	0	3	17	0	5	30	16	4	11	7	2	8	26	26	8	23	89	1	1	17	5	0	11	6	9	0	7	8	508
t	17	0	2	28	18	0	0	32.9375	60	12	18	0	3	1	11	27	1	0	22	11	7	6	7	8	8	22	23	15	14	83	0	2	6	2	0	16	1	6	5	3	3	527
t	12	1	1	36	11	3	0	27.666666666666668	78	7	21	2	0	0	8	22	0	1	37	12	1	11	17	6	6	19	26	13	22	143	2	3	7	0	3	28	6	4	4	5	6	664
t	12	0	6	114	59	0	0	18.043010752688172	263	2	61	1	0	2	9	38	3	7	67	19	18	10	40	9	42	42	104	17	57	349	5	5	36	4	1	49	15	9	7	7	9	1678
t	31	0	16	177	136	7	2	19.77777777777778	536	9	121	4	2	3	12	64	13	15	126	43	24	28	78	33	67	74	152	41	74	530	7	18	33	6	0	112	28	10	18	16	27	3382
t	114	2	14	221	154	7	2	19.966666666666665	133	27	125	10	1	12	28	141	5	36	142	44	24	35	54	31	53	108	172	40	115	339	9	7	62	15	6	55	38	17	18	24	12	2995
t	4	0	8	110	72	0	0	37.256410256410255	52	6	85	4	1	0	17	63	0	10	58	5	11	7	18	2	22	22	43	10	24	255	0	13	21	10	5	40	26	15	11	8	5	1453
t	87	0	20	269	267	19	1	17.945945945945947	102	44	168	10	0	13	132	260	0	23	330	101	55	34	155	31	45	142	206	78	154	801	26	31	214	47	22	176	53	108	47	23	47	4648
t	37	0	12	195	117	1	1	26.785714285714285	127	14	95	6	3	2	22	65	0	6	103	40	29	28	55	14	56	71	132	36	88	368	7	10	40	8	1	67	42	24	17	15	11	2250
t	40	5	0	80	52	3	0	26.282608695652176	115	25	43	2	4	0	0	15	1	9	55	55	5	28	34	28	11	76	64	51	48	236	5	3	15	7	0	48	8	9	4	9	10	1209
t	0	0	0	3	13	0	0	15.76923076923077	7	1	10	0	0	3	0	12	0	1	19	1	2	0	6	1	3	2	12	2	8	30	0	0	0	2	0	6	2	0	2	3	3	205
t	2	0	0	4	4	0	0	36.5	10	1	4	0	0	0	1	2	0	2	4	3	0	2	1	0	0	5	5	1	2	11	0	0	0	0	0	2	0	1	0	1	1	73
t	0	0	0	4	1	0	0	34.5	10	1	4	0	0	0	0	2	0	0	3	1	0	2	0	1	0	2	3	0	3	16	0	0	5	0	1	2	0	0	1	0	0	69
t	66	6	8	603	204	20	5	26.117346938775512	946	43	615	15	0	0	7	39	0	192	337	112	25	88	209	34	163	266	584	107	410	2553	35	16	251	91	0	163	80	111	23	69	127	10238
t	20	5	4	306	90	13	0	23.282178217821784	426	20	302	6	0	0	1	17	0	81	151	49	11	59	82	17	43	142	247	60	188	1267	30	8	136	29	0	66	35	45	12	42	53	4703
t	0	0	0	10	3	0	0	30	8	0	2	0	0	0	0	2	0	0	2	5	0	2	0	0	0	3	3	1	1	13	0	0	0	2	0	5	1	0	0	1	0	90
t	8	0	0	11	5	0	0	23.166666666666668	11	0	4	0	0	0	0	2	0	0	9	6	0	6	4	1	1	11	7	3	3	20	0	0	4	0	0	4	0	0	0	0	1	139
t	0	0	0	5	2	0	0	25.666666666666668	7	1	5	0	0	0	0	1	0	1	9	7	1	4	0	2	0	6	6	2	3	9	2	0	3	0	0	1	1	0	1	0	3	77
t	0	0	1	6	3	1	0	23	12	1	10	0	0	0	0	3	0	1	9	7	2	6	2	2	0	9	6	4	5	20	3	0	5	0	0	4	2	0	1	0	2	115
t	4	0	0	3	5	0	0	20.25	1	0	6	0	0	0	0	6	0	0	2	1	1	5	2	2	2	5	7	4	4	6	2	0	3	0	0	2	7	1	2	1	1	81
t	0	0	0	8	0	0	0	35.5	6	0	3	0	0	0	0	0	0	0	1	3	1	2	2	0	2	3	2	0	4	8	0	0	2	0	0	1	2	0	0	0	0	71
t	2	0	0	2	0	0	0	19	4	2	2	0	0	0	0	0	0	0	2	1	1	0	2	0	1	1	3	0	2	14	0	0	1	0	0	0	0	0	0	1	1	38
t	0	0	0	2	0	0	0	24.333333333333332	7	0	1	0	0	0	0	0	0	0	6	4	1	4	1	0	1	5	3	1	3	7	1	0	3	0	0	3	1	0	1	0	3	73
t	2	0	0	6	5	0	0	24.333333333333332	8	4	1	0	0	0	0	0	0	0	4	4	3	1	2	0	1	4	2	1	3	10	0	0	0	0	0	2	0	0	2	0	2	73
r	7	0	1	115	41	5	0	18.28048780487805	164	32	37	9	0	0	1	26	0	2	54	69	22	52	39	12	24	103	87	40	53	225	0	3	17	6	1	47	18	8	5	5	19	1499
r	2	0	1	59	16	1	0	17.725	90	10	21	5	0	6	0	4	0	9	24	26	3	14	19	0	3	20	39	3	26	146	0	1	31	1	0	15	2	9	2	2	6	709
r	1	0	2	88	42	1	0	21.934426229508198	167	30	46	6	2	1	8	25	1	5	52	53	13	31	33	8	11	72	60	36	38	196	1	0	26	1	0	46	16	18	6	9	13	1338
r	2	0	0	19	8	0	0	26	16	3	10	1	0	0	0	2	0	0	8	16	3	9	3	2	2	17	12	7	5	23	0	0	1	4	0	10	4	0	2	0	3	182
r	2	4	2	80	23	0	3	17.055555555555557	117	16	18	13	1	0	0	8	5	5	31	22	4	16	16	4	8	37	35	17	45	187	2	0	31	2	0	24	16	7	7	1	10	921
r	0	19	0	53	24	0	0	17.145833333333332	103	6	21	5	1	0	0	7	6	3	16	18	7	11	7	2	8	33	30	15	23	150	0	0	14	5	0	20	12	6	11	4	4	823
r	2	0	1	84	18	0	0	21.132075471698112	167	20	41	19	0	0	0	19	4	4	39	30	1	17	12	5	7	39	44	18	31	154	1	1	20	2	0	29	14	6	5	4	9	1120
r	0	0	0	11	6	0	0	17.294117647058822	59	5	6	1	0	0	0	4	3	0	6	3	1	1	8	0	2	5	16	5	12	32	1	0	4	3	0	5	4	2	2	2	1	294
r	2	4	2	46	20	0	0	18.233333333333334	78	2	15	7	0	0	0	3	1	1	20	9	2	5	4	3	1	15	23	6	17	71	0	0	21	8	1	9	4	6	6	1	4	547
r	0	0	7	101	56	1	1	23.291666666666668	271	30	72	7	0	1	2	33	0	6	80	29	16	26	38	8	11	54	111	16	68	280	6	2	43	10	1	57	22	23	17	8	14	1677
r	0	0	3	35	20	0	1	19.862068965517242	104	11	24	1	1	0	2	20	1	1	36	2	4	4	9	2	6	10	43	3	22	102	3	0	14	7	0	14	3	4	3	0	3	576
r	4	1	1	46	16	0	0	17.942857142857143	109	5	23	1	0	0	1	8	2	3	30	16	3	22	11	5	6	29	38	8	27	80	2	2	16	1	0	16	3	7	3	1	11	628
r	0	0	6	100	43	0	0	25.564102564102566	123	13	46	6	2	0	0	15	3	8	51	36	9	20	26	4	11	33	62	5	46	125	2	1	34	8	2	51	17	9	3	4	5	997
r	1	0	1	60	24	1	0	18.864406779661017	179	26	26	6	1	2	2	13	1	2	60	24	5	9	18	3	16	28	59	7	39	247	1	0	14	6	0	33	6	6	7	2	17	1113
r	2	0	0	36	12	0	1	17.696969696969695	68	14	23	3	0	0	0	8	0	1	26	43	3	37	17	15	4	47	19	18	26	134	1	0	22	2	0	10	5	5	2	2	5	584
r	2	0	3	62	19	0	0	21.027027027027028	59	13	35	1	0	0	0	19	0	1	41	29	2	21	14	5	9	32	38	7	18	125	1	3	12	0	0	19	9	5	2	3	11	778
r	0	0	0	6	4	0	0	22	25	2	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	2	3	0	2	24	0	0	2	0	0	4	2	0	1	1	2	110
r	1	0	1	59	18	2	0	17.904761904761905	95	13	26	4	2	0	0	11	3	4	32	8	3	9	6	4	5	17	27	7	42	122	1	2	9	5	2	25	10	12	5	5	7	752
r	2	1	4	71	12	1	0	19.605263157894736	77	17	29	6	0	0	0	14	3	2	32	14	4	9	10	3	3	24	23	5	35	122	1	1	22	2	0	16	9	3	3	5	9	745
r	2	0	1	57	23	0	0	18.833333333333332	112	12	37	6	1	0	3	15	0	0	33	41	5	18	27	2	16	49	47	22	29	93	0	0	10	6	0	27	7	9	9	0	3	904
r	1	0	0	31	16	0	1	22.366666666666667	99	12	15	0	0	0	0	6	0	2	18	39	8	23	23	22	8	47	34	28	28	148	8	0	18	1	0	23	6	8	6	3	6	671
r	6	1	2	52	26	0	0	24.724137931034484	117	10	29	6	1	0	1	7	8	4	30	20	13	12	15	6	8	24	50	8	37	128	1	1	19	9	0	17	10	2	2	1	7	717
r	0	13	0	22	10	0	1	15.083333333333334	40	5	9	1	0	0	0	0	0	1	10	5	6	5	12	1	6	8	26	4	16	42	1	2	23	0	1	15	3	7	3	0	4	362
r	0	5	0	48	26	0	2	17.130434782608695	86	26	16	3	0	0	0	3	0	1	18	12	17	2	29	4	14	28	60	15	29	159	16	1	10	6	1	27	7	7	6	3	8	788
r	0	0	3	30	17	0	1	24.545454545454547	65	8	24	3	0	0	7	20	0	2	35	6	1	2	4	0	2	14	20	3	21	84	2	1	12	4	1	18	5	6	5	7	6	540
r	0	0	2	35	15	2	0	19.642857142857142	72	16	16	1	0	0	1	16	0	0	25	20	3	13	6	7	2	26	27	6	18	101	1	0	11	0	0	12	6	5	1	1	4	550
r	0	1	0	8	6	0	0	16.272727272727273	30	2	5	0	0	0	2	5	0	0	12	1	1	1	1	1	0	3	6	0	8	49	0	1	8	0	0	3	4	2	1	0	2	179
r	0	0	1	46	20	0	0	20.586206896551722	62	8	18	5	0	0	1	5	0	0	26	23	8	15	6	7	2	30	27	12	13	90	0	0	14	3	0	30	13	4	8	1	7	597
r	0	0	0	27	12	0	0	16.56	105	6	14	1	0	0	0	3	0	1	10	4	1	5	2	2	2	11	31	1	17	69	0	0	17	2	1	15	4	2	0	4	2	414
r	0	0	1	30	5	0	0	17.68	86	11	13	3	0	0	0	1	0	0	13	8	5	16	13	2	9	23	40	8	27	86	4	0	5	2	0	21	3	7	2	0	2	442
r	0	1	3	47	23	0	0	27.892857142857142	115	13	30	3	1	0	1	8	1	1	15	24	2	15	11	2	5	27	45	6	27	153	2	0	17	4	0	31	10	6	2	1	1	781
r	1	9	8	75	27	1	0	18.21153846153846	102	10	41	11	0	0	0	11	1	3	41	12	4	10	26	1	7	17	40	9	24	83	1	2	19	1	1	51	12	10	3	0	4	947
r	0	0	0	9	1	0	0	23.142857142857142	34	3	3	0	0	0	0	0	0	0	6	1	0	1	2	0	0	1	5	1	2	38	0	0	6	1	0	1	1	1	1	0	4	162
r	0	3	2	28	10	0	0	21.94736842105263	63	9	15	1	0	0	0	4	5	1	8	7	2	4	9	0	3	11	16	6	13	81	0	1	17	7	0	7	2	3	2	1	3	417
r	1	0	1	19	7	0	0	23.285714285714285	45	6	9	2	0	0	0	8	0	0	15	6	0	3	5	0	2	5	17	2	10	41	0	0	6	0	0	12	4	3	0	1	3	326
r	0	2	0	28	9	0	1	20.68421052631579	50	6	5	4	0	0	0	2	0	1	17	1	2	6	7	4	6	8	18	0	13	75	0	1	9	7	0	8	5	4	4	2	5	393
r	0	0	0	40	9	0	0	14.68	40	6	5	5	0	0	0	5	2	0	9	6	2	8	3	0	2	11	18	4	6	31	0	0	8	0	0	14	6	3	1	0	1	367
r	6	0	4	66	18	0	0	20.081632653061224	168	24	33	3	0	0	0	11	0	3	38	20	10	22	19	7	5	41	56	13	40	203	3	1	12	7	0	24	15	7	3	2	7	984
r	0	0	5	50	18	5	0	22.9375	76	20	36	1	0	0	1	28	0	11	45	13	10	9	17	3	15	22	49	9	31	139	3	2	9	6	0	32	4	10	2	10	5	734
r	2	0	0	24	11	0	0	18.257142857142856	162	2	22	0	0	0	0	1	0	0	7	8	24	7	25	4	27	14	45	12	21	140	0	1	3	0	0	24	15	6	5	0	1	639
r	0	0	2	61	29	1	1	20.58	150	22	26	2	2	0	6	26	3	4	41	22	13	21	39	3	30	28	66	7	41	182	2	3	10	3	0	40	12	6	8	6	7	1029
r	2	0	1	29	18	2	0	15.941176470588236	63	11	15	0	1	0	2	18	3	8	31	15	7	11	9	4	9	15	30	8	14	105	1	0	14	0	0	15	9	3	1	0	1	542
r	0	0	0	36	15	1	0	25.31578947368421	59	11	19	0	0	0	0	19	0	0	26	15	2	9	7	1	8	20	20	8	12	71	2	1	13	0	3	13	9	2	2	0	2	481
r	0	0	1	10	6	0	0	19.153846153846153	60	7	6	1	0	0	1	3	0	0	7	4	3	8	5	1	6	7	19	6	12	49	0	0	9	6	0	8	3	2	0	0	3	249
r	1	0	1	35	7	0	0	25.884615384615383	116	4	16	0	0	0	2	7	1	1	11	14	20	4	36	3	26	15	56	3	37	144	0	0	7	0	1	17	5	4	0	2	4	673
r	2	1	0	35	7	0	0	24.8	84	9	13	0	0	1	0	9	2	0	7	3	7	2	13	0	7	7	33	2	20	98	1	1	5	4	0	16	6	3	0	3	5	496
r	0	0	2	21	8	0	0	21.47826086956522	113	10	14	0	1	0	2	11	0	1	16	8	5	11	8	0	9	9	28	7	25	86	1	1	3	2	0	13	4	0	4	0	6	494
r	2	1	0	69	28	1	1	24.680851063829788	150	11	25	1	0	0	0	5	3	2	48	8	11	3	40	4	26	19	77	15	46	226	0	3	19	17	0	42	32	17	7	4	13	1160
r	108	8	12	299	170	6	18	20.733050847457626	457	82	151	16	3	4	3	71	3	15	188	176	28	63	129	58	62	172	286	74	189	930	13	6	161	55	4	118	47	71	32	41	41	4893
