labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok
fake_0303222_9.tsv	6	0	0	33	10	1	0	31	41	5	20	1	3	0	0	2	0	1	34	12	9	12	12	1	10	24	19	13	24	13	0	0	3	4	0	0	6	6	3	0	6	527
fake_0303222_9.tsv	54	0	0	131	121	24	4	31.727272727272727	113	16	86	21	7	2	2	6	1	10	142	36	19	31	39	20	25	96	93	28	64	44	7	5	29	32	0	1	2	41	8	6	15	2094
fake_0303222_9.tsv	2	0	0	12	21	6	0	16.814814814814813	18	3	21	4	3	0	2	6	0	4	38	17	3	7	14	3	14	25	28	15	18	26	0	0	6	1	0	0	2	8	1	0	3	454
fake_0303222_9.tsv	0	0	0	17	40	10	0	14.895833333333334	36	11	38	9	0	1	4	11	1	2	67	26	12	18	20	8	11	53	35	27	26	7	3	1	7	5	0	2	6	6	4	4	5	715
fake_0303222_9.tsv	4	0	0	42	22	3	0	23.05	33	10	17	3	0	0	0	2	0	2	34	11	7	9	11	4	6	17	29	11	21	9	1	2	11	7	0	0	4	2	0	0	3	461
fake_0303222_9.tsv	2	0	0	34	16	0	0	42.38461538461539	50	8	13	1	1	0	1	2	0	4	34	15	2	8	8	1	4	28	24	12	13	7	3	0	2	0	0	0	7	9	3	0	4	551
fake_0303222_9.tsv	4	0	0	35	19	0	0	42.857142857142854	43	6	20	0	6	0	0	0	0	4	42	16	3	8	8	3	5	32	25	11	21	6	3	0	2	3	0	0	7	17	4	0	7	600
fake_0303222_9.tsv	42	0	0	166	133	54	0	18.230215827338128	99	13	130	26	8	2	2	10	1	28	130	58	36	46	73	25	46	135	166	70	82	75	5	3	44	24	1	3	0	42	5	14	7	2534
fake_0303222_9.tsv	5	0	0	36	19	0	0	23	24	8	12	6	3	0	0	1	0	8	41	22	9	8	14	8	9	25	34	21	29	19	1	0	8	1	0	0	2	8	0	0	6	552
fake_0303222_9.tsv	4	0	0	28	8	2	0	18.45	25	1	13	3	0	0	0	0	0	5	32	15	2	5	5	0	3	17	14	9	17	19	1	1	4	0	0	0	0	4	0	2	3	369
fake_0303222_9.tsv	2	0	0	31	22	3	1	25.764705882352942	41	4	12	2	0	1	0	1	0	3	21	17	5	13	9	9	2	28	14	13	5	6	0	1	10	0	0	0	0	6	3	0	1	438
fake_0303222_9.tsv	4	0	0	26	17	3	1	22.94736842105263	32	4	15	2	2	0	0	1	0	3	37	17	7	18	18	3	4	27	18	12	6	16	1	1	4	0	0	0	2	6	3	6	2	436
fake_0303222_9.tsv	3	0	0	37	13	1	0	25.666666666666668	34	6	15	1	2	0	0	1	0	1	29	3	3	5	8	1	8	12	20	3	15	12	1	0	5	2	0	0	0	6	0	0	2	385
fake_0303222_9.tsv	11	0	0	52	54	6	1	23.27777777777778	154	6	52	11	6	0	1	8	0	0	118	15	14	15	16	7	17	45	65	20	40	52	1	2	20	4	1	0	4	17	7	2	19	1257
fake_0303222_9.tsv	5	0	0	33	29	9	0	18.470588235294116	48	10	29	5	1	0	0	0	0	5	65	26	5	14	14	5	8	37	34	21	19	42	0	1	19	6	0	0	4	10	1	5	3	628
fake_0303222_9.tsv	2	1	0	58	40	13	0	20.583333333333332	14	3	27	8	5	0	0	0	0	12	41	45	13	15	20	9	12	59	35	21	18	12	8	2	1	7	0	1	12	8	1	2	6	741
fake_0303222_9.tsv	2	0	0	17	10	7	0	23.285714285714285	12	9	10	3	0	0	0	0	0	0	18	15	1	18	6	4	4	25	24	23	6	8	4	1	6	2	0	0	6	4	1	0	7	326
fake_0303222_9.tsv	8	0	0	20	56	11	0	16.638297872340427	24	1	36	15	4	1	0	1	0	4	55	8	8	8	15	5	9	22	31	11	21	21	1	0	14	5	1	2	2	13	2	2	1	782
fake_0303222_9.tsv	27	0	0	138	131	35	2	25.931818181818183	140	50	128	23	3	3	0	14	0	17	240	60	24	50	41	26	20	104	115	46	61	57	2	7	43	30	0	9	12	37	13	14	17	2282
fake_0303222_9.tsv	0	0	0	13	4	0	1	37	29	0	6	0	0	0	0	1	0	2	14	1	3	1	5	1	2	8	6	1	5	8	0	0	2	0	0	0	0	2	0	0	1	222
fake_0303222_9.tsv	9	0	0	28	10	2	0	23.63157894736842	19	8	16	1	0	0	0	1	0	1	48	3	4	3	18	3	8	14	25	6	14	17	0	3	1	13	0	1	2	10	0	4	3	449
real_0303222_4.tsv	24	0	0	160	65	14	0	34.885714285714286	205	29	70	9	7	1	0	3	0	9	172	87	22	64	48	23	22	165	101	51	58	62	3	2	24	17	0	1	12	24	12	2	26	2442
real_0303222_4.tsv	4	0	0	39	6	11	0	31.6875	39	25	32	1	0	0	0	8	0	5	54	21	2	13	4	3	1	27	19	12	17	7	3	0	28	1	0	0	2	7	0	0	3	507
real_0303222_4.tsv	0	0	0	45	44	14	1	26.37837837837838	71	12	39	4	6	1	0	8	0	4	48	92	26	56	27	22	19	96	65	68	41	11	2	0	5	11	0	0	4	18	2	10	9	976
real_0303222_4.tsv	7	0	0	32	14	6	1	35.6	65	10	30	2	0	0	0	4	0	1	44	10	1	6	7	1	1	16	26	5	14	18	4	1	14	2	0	1	2	2	2	0	3	534
real_0303222_4.tsv	12	0	0	54	34	4	0	31	35	3	37	3	1	0	0	2	0	5	51	19	2	12	11	1	3	21	50	9	26	8	2	3	5	6	0	0	2	5	3	2	12	744
real_0303222_4.tsv	2	0	0	58	37	4	8	36.30769230769231	20	6	44	6	4	0	0	0	0	11	77	41	30	14	24	16	9	56	41	31	24	19	8	0	13	13	0	0	1	11	6	10	12	944
real_0303222_4.tsv	0	0	0	27	21	2	0	21.692307692307693	36	12	27	3	1	0	1	9	0	10	41	14	5	8	9	3	2	29	35	8	15	0	0	1	3	1	0	3	4	7	0	2	2	564
real_0303222_4.tsv	1	0	0	46	13	0	0	30.5	25	11	19	1	1	0	0	0	2	2	27	11	4	7	16	0	3	17	36	7	26	17	0	1	1	11	0	2	6	7	0	0	3	427
real_0303222_4.tsv	6	0	0	7	3	2	0	34.8	18	3	8	0	1	0	0	0	0	2	18	3	2	4	4	0	2	7	11	2	6	9	0	0	10	2	0	0	0	3	0	2	2	174
real_0303222_4.tsv	3	0	0	51	44	17	1	16.210526315789473	42	3	53	5	1	5	2	7	0	13	89	36	13	25	17	14	14	52	50	32	29	42	1	1	13	5	0	1	0	8	4	2	5	924
real_0303222_4.tsv	0	0	0	8	2	0	0	21	38	0	12	0	1	0	0	0	0	0	7	1	1	1	3	0	0	4	10	1	1	0	0	0	0	0	0	0	0	1	0	0	2	168
real_0303222_4.tsv	2	0	0	9	3	2	0	30	17	3	10	0	0	0	0	1	0	0	13	2	3	3	5	0	1	9	15	2	8	6	2	0	1	2	0	0	0	5	1	0	1	210
real_0303222_4.tsv	0	0	0	7	3	1	0	30.375	23	8	14	0	0	0	0	2	0	0	24	13	3	11	5	1	2	16	13	13	9	5	2	0	5	0	0	0	0	4	0	0	0	243
real_0303222_4.tsv	3	0	0	23	49	11	0	21	28	6	14	8	5	1	1	10	0	1	66	12	2	9	5	4	4	26	30	5	14	50	0	7	23	1	0	0	2	12	4	2	2	567
real_0303222_4.tsv	2	0	0	49	53	6	3	28.558823529411764	56	0	39	11	1	0	0	0	0	5	58	22	15	6	15	9	5	55	66	9	14	15	1	2	5	4	1	0	2	18	0	4	6	971
real_0303222_4.tsv	17	0	0	51	43	10	0	29.04	33	5	32	8	1	2	1	4	0	7	43	23	6	16	12	2	7	37	41	18	25	34	4	2	22	3	0	3	6	8	1	0	9	726
real_0303222_4.tsv	1	0	0	35	16	1	0	20.62962962962963	60	2	18	5	6	0	0	1	0	0	36	8	4	3	14	1	9	22	33	5	26	12	0	1	1	5	0	0	0	3	0	0	4	557
real_0303222_4.tsv	0	0	0	32	20	1	0	28.058823529411764	39	3	26	6	2	0	0	3	0	1	49	17	4	17	8	3	3	24	17	7	14	7	0	0	3	3	0	0	4	2	1	0	15	477
real_0303222_4.tsv	0	0	0	19	6	3	0	25.09090909090909	21	6	9	2	1	0	0	2	0	1	22	3	4	1	5	0	4	9	9	4	7	0	0	0	2	0	0	1	2	2	2	0	1	276
real_0303222_4.tsv	1	0	0	16	14	0	0	35.6	33	2	12	2	0	0	0	0	0	1	16	10	4	7	9	0	6	19	14	6	8	6	0	0	3	1	0	0	6	5	2	0	4	356
real_0303222_4.tsv	1	0	0	65	20	0	1	29.764705882352942	18	1	7	3	2	4	0	0	0	1	24	4	3	3	6	3	2	15	14	2	11	0	0	2	0	2	0	0	0	6	1	0	4	506
real_0303222_4.tsv	8	0	0	19	7	7	0	18.944444444444443	30	8	13	2	1	0	0	3	0	2	33	13	4	11	2	4	0	20	20	10	11	17	0	0	19	2	0	1	2	2	1	2	3	341
real_0303222_4.tsv	5	0	0	14	39	6	0	18.84375	74	8	30	4	2	3	4	10	0	5	51	1	1	1	3	0	5	5	21	2	8	3	0	2	2	0	0	2	0	2	2	4	2	603
real_0303222_4.tsv	0	0	0	13	2	1	1	33.42857142857143	24	4	9	0	0	0	0	0	0	0	18	15	5	16	2	6	0	24	3	14	5	0	0	0	2	0	0	0	4	1	2	0	0	234
real_0303222_4.tsv	1	0	0	66	18	5	0	29.90909090909091	23	4	30	0	0	0	1	3	0	7	44	32	8	28	12	7	7	42	28	14	27	34	2	1	6	17	0	0	2	12	0	6	10	658
real_0303222_4.tsv	0	0	0	30	11	3	0	36.54545454545455	24	8	14	3	0	0	0	1	1	3	40	4	1	7	7	9	1	28	24	3	11	16	1	1	11	7	0	0	4	4	0	0	3	402
real_0303222_4.tsv	0	0	0	17	6	2	0	31.75	27	5	9	2	1	0	0	0	0	1	15	3	0	7	3	4	1	10	4	5	6	9	0	0	5	1	0	0	4	1	1	0	0	254
real_0303222_4.tsv	8	0	0	56	41	3	1	21.06896551724138	120	6	42	5	4	2	0	10	0	7	90	40	24	34	28	10	21	65	54	28	42	28	5	3	16	5	0	2	6	5	7	0	10	1222
real_0303222_4.tsv	6	0	0	35	13	6	0	33.8125	25	0	19	2	1	0	0	0	0	0	34	13	3	13	19	4	10	30	36	6	27	22	2	0	10	11	0	0	8	9	0	0	0	541
real_0303222_4.tsv	3	0	0	80	56	7	1	26.851063829787233	144	9	40	11	14	2	0	10	0	2	105	33	7	33	21	6	14	59	68	13	44	48	2	1	25	17	1	0	2	15	4	4	8	1262
real_0303222_4.tsv	2	0	0	13	15	2	0	26.363636363636363	19	3	14	2	2	0	0	1	0	1	6	3	2	3	7	0	7	8	17	2	15	29	1	0	6	0	0	2	0	8	0	0	0	290
real_0303222_4.tsv	3	0	0	24	36	6	2	24.485714285714284	59	9	37	2	2	0	1	6	0	8	59	35	9	23	21	8	13	73	41	34	14	8	0	0	6	0	0	2	6	5	3	0	5	857
real_0303222_4.tsv	2	0	0	25	26	0	4	31.458333333333332	98	6	22	2	1	0	2	3	0	0	68	23	15	12	16	7	11	39	35	10	24	9	2	4	12	4	0	0	6	6	3	2	12	755
real_0303222_4.tsv	9	0	0	40	10	1	0	26.842105263157894	63	5	16	1	1	0	0	1	0	2	31	20	1	14	9	1	2	26	26	7	10	0	0	2	3	5	0	2	2	5	3	2	7	510
real_0303222_4.tsv	0	0	0	10	4	1	0	45	17	2	5	1	1	0	0	0	0	0	17	4	0	8	2	0	0	13	7	5	3	3	2	0	7	2	0	1	2	3	0	0	4	225
real_0303222_4.tsv	4	0	0	17	10	0	0	24.583333333333332	26	0	11	1	2	0	1	1	0	2	12	10	5	5	11	1	7	15	32	10	19	11	0	0	1	7	0	0	4	5	0	0	3	295
real_0303222_4.tsv	16	0	0	57	60	5	2	26.515151515151516	35	0	28	17	5	1	0	1	0	4	65	8	1	9	24	6	4	42	35	13	22	13	0	1	10	7	0	3	2	8	2	4	9	875
real_0303222_4.tsv	1	0	0	21	3	0	0	32.25	18	0	5	0	0	0	0	0	0	0	17	14	3	12	8	0	3	18	11	8	8	8	0	0	2	1	0	0	0	3	0	0	3	258
real_0303222_4.tsv	0	0	0	19	7	1	0	24.7	15	11	12	1	0	0	0	1	0	0	14	9	7	9	4	2	7	22	17	7	6	6	2	0	4	1	0	0	0	0	1	0	1	247
real_0303222_4.tsv	2	0	0	112	105	4	2	30.10810810810811	73	1	56	26	9	0	0	6	2	6	146	50	32	33	41	26	23	106	90	51	71	32	2	0	19	19	0	1	18	17	10	6	19	2228
real_0303222_4.tsv	5	0	0	31	9	1	0	27.076923076923077	30	3	8	1	2	1	1	1	0	2	16	8	3	4	4	0	4	15	20	2	10	3	0	1	1	0	0	0	0	2	1	0	5	352
real_0303222_4.tsv	9	0	0	51	15	0	0	34.9375	42	1	19	2	2	0	0	0	0	1	34	26	5	25	11	14	11	41	33	20	17	11	3	0	0	2	0	0	0	5	2	4	3	559
real_0303222_4.tsv	3	0	0	16	10	7	0	32.36363636363637	19	7	15	0	1	0	0	1	0	2	25	11	7	4	5	1	3	16	15	7	5	2	1	1	6	6	0	0	2	12	1	2	3	356
real_0303222_4.tsv	0	0	0	17	3	0	0	32.285714285714285	8	0	11	1	0	0	0	1	1	0	13	5	5	2	7	0	6	9	23	3	18	7	0	0	5	10	0	0	10	3	0	0	1	226
real_0303222_4.tsv	3	0	0	32	14	2	0	32.54545454545455	15	5	17	2	1	0	0	0	0	1	17	9	5	7	8	1	6	14	30	10	19	6	0	0	2	0	0	0	8	7	1	0	3	358
real_0303222_4.tsv	6	2	0	100	90	10	0	29.568627450980394	90	1	61	15	5	0	0	1	2	15	110	19	9	19	35	12	14	83	67	21	44	34	7	7	22	29	0	4	6	13	1	8	10	1508
real_0303222_4.tsv	0	0	0	19	18	1	0	26.333333333333332	44	0	16	4	2	0	0	0	2	1	34	7	0	2	5	0	1	17	13	7	2	6	0	0	2	1	0	0	2	4	1	0	4	395
real_0303222_4.tsv	0	0	0	7	15	3	1	27.153846153846153	34	6	12	3	2	0	1	2	0	1	41	8	5	7	6	3	2	18	18	6	4	2	0	0	2	6	0	0	10	4	2	4	4	353
real_0303222_4.tsv	0	0	0	8	7	3	0	44.25	19	5	8	1	1	0	0	1	0	0	15	9	3	6	9	1	5	11	16	4	8	17	1	1	6	0	0	0	0	0	2	0	0	177
real_0303222_4.tsv	0	0	0	10	5	0	0	43	36	0	7	1	0	0	0	0	0	0	14	3	3	2	4	1	5	6	8	2	6	6	0	0	0	0	0	0	0	2	1	0	3	301
real_0303222_4.tsv	0	0	0	11	8	1	0	22.785714285714285	23	0	4	0	2	0	0	0	1	0	18	5	6	4	8	4	3	19	21	2	10	7	0	0	4	0	0	0	0	0	1	2	0	319
real_0303222_4.tsv	0	0	0	18	5	1	0	36.625	39	0	7	0	0	0	0	0	1	0	19	13	6	7	6	3	4	16	15	9	7	3	0	1	4	1	0	1	2	3	0	0	2	293
real_0303222_4.tsv	1	0	0	33	12	0	0	28.1	19	8	10	4	1	0	0	1	0	0	19	12	2	8	5	3	6	11	22	7	8	16	0	0	7	6	0	0	0	2	0	0	4	281
real_0303222_4.tsv	2	0	0	16	2	0	0	30.375	21	8	10	1	2	0	0	0	0	0	20	8	0	8	5	1	2	12	5	5	6	5	0	0	5	1	0	0	0	0	1	0	3	243
real_0303222_4.tsv	3	0	0	23	5	0	0	29.714285714285715	14	7	6	1	0	0	0	0	0	0	7	6	1	4	7	0	3	8	14	4	6	12	0	0	5	1	0	0	0	2	0	0	1	208
real_0303222_4.tsv	0	0	0	25	19	6	0	20.3125	20	5	11	4	0	0	0	2	0	1	25	13	3	12	9	2	4	21	13	8	6	11	3	0	5	3	0	0	0	0	0	0	0	325
real_0303222_4.tsv	8	0	0	26	13	1	0	36.30769230769231	72	5	13	2	0	0	0	2	0	1	30	7	2	10	5	3	0	16	17	8	18	5	0	1	8	1	0	0	0	5	1	0	6	472
real_0303222_4.tsv	0	0	0	23	7	1	0	37.6	45	1	13	2	2	0	0	0	0	0	17	4	1	7	5	2	3	13	7	5	6	22	1	0	4	1	0	0	0	3	2	0	0	376
real_0303222_4.tsv	6	0	0	14	2	0	0	31.875	33	2	4	1	0	0	0	1	0	0	25	8	3	9	3	2	2	14	14	7	9	0	1	0	1	1	0	0	0	2	0	0	8	255
real_0303222_4.tsv	7	0	0	23	9	6	0	23.666666666666668	38	9	21	1	0	1	0	3	0	1	33	9	1	9	7	1	3	15	12	7	9	13	0	0	6	0	0	1	2	4	2	4	2	426
real_0303222_4.tsv	24	0	0	74	110	26	0	21.1046511627907	74	50	78	28	10	2	3	15	0	10	123	42	12	32	52	11	33	97	95	36	59	95	8	1	35	35	0	1	6	22	0	2	12	1815
real_0303222_4.tsv	1	0	0	25	7	1	0	27.384615384615383	37	2	6	0	0	1	1	8	0	0	16	12	2	11	3	3	1	19	8	9	3	24	0	0	3	2	0	0	2	1	0	2	2	356
real_0303222_4.tsv	3	0	0	47	56	11	0	18.025	23	10	25	5	3	12	0	4	0	8	42	27	5	13	6	3	6	35	29	19	19	27	2	0	7	40	0	0	0	11	4	2	1	721
real_0303222_4.tsv	0	0	0	24	18	7	0	17.192307692307693	49	9	12	6	2	1	4	5	1	5	27	9	3	7	8	1	6	12	12	4	6	31	0	0	4	1	0	0	0	6	0	0	0	447
real_0303222_4.tsv	6	0	0	34	19	6	0	36.07142857142857	53	10	29	3	1	0	1	5	0	7	48	13	4	11	6	4	6	26	37	10	21	22	2	1	15	0	0	1	2	2	0	0	2	505
real_0303222_4.tsv	0	0	0	12	2	0	0	35.5	14	4	4	1	1	0	0	0	0	0	12	4	0	8	1	2	0	10	5	5	3	1	0	0	1	0	0	0	0	0	1	0	2	142
real_0303222_4.tsv	12	2	0	124	60	4	0	32.02439024390244	77	10	57	6	1	0	0	4	0	6	120	26	11	20	15	5	9	70	60	17	46	60	3	2	23	21	0	0	16	10	6	7	9	1313
real_0303222_4.tsv	0	0	0	5	14	0	0	21	5	0	3	3	0	0	0	0	0	0	3	4	1	3	5	0	1	7	5	2	1	0	0	0	0	0	0	0	0	2	0	0	0	126
real_0303222_4.tsv	0	0	0	24	4	2	3	36.5	31	3	8	1	1	0	0	0	0	2	16	12	3	12	6	3	1	17	11	7	10	7	0	0	1	0	0	0	6	4	0	0	1	292
real_0303222_4.tsv	0	0	0	27	17	2	0	19	14	4	12	1	1	1	0	1	0	0	30	14	2	11	9	4	7	22	22	18	5	4	0	0	0	0	0	0	0	7	1	0	8	361
real_0303222_4.tsv	0	0	0	16	3	0	0	26.714285714285715	24	0	1	1	0	0	0	0	0	0	9	7	2	5	2	1	0	12	4	2	4	3	0	0	1	0	0	0	0	1	1	0	2	187
real_0303222_4.tsv	24	0	0	128	124	25	2	29.544117647058822	55	2	71	27	11	1	0	5	0	30	117	31	13	24	47	17	9	115	97	38	49	43	2	5	22	21	0	3	2	27	4	6	9	2009
real_0303222_4.tsv	4	0	0	47	45	17	1	16.30909090909091	36	3	53	6	2	5	2	7	0	13	89	36	13	25	17	14	14	52	50	32	28	42	1	1	11	5	0	1	0	8	4	2	5	897
real_0303222_4.tsv	48	0	0	70	103	31	1	21.303030303030305	41	4	22	15	6	13	0	3	0	8	98	27	8	16	10	10	7	59	46	24	27	42	4	5	26	6	0	0	1	17	2	2	9	1406
real_0303222_4.tsv	2	0	0	28	20	0	0	31.5625	37	6	20	6	1	0	0	0	5	3	24	9	6	6	9	5	3	16	20	9	12	26	1	1	3	7	0	0	0	6	0	0	3	505
real_0303222_4.tsv	5	0	0	27	22	0	1	27.789473684210527	53	6	11	6	3	0	0	3	3	0	36	1	9	0	15	0	14	9	35	0	24	31	2	1	6	7	0	0	0	4	4	0	6	528
real_0303222_4.tsv	6	0	0	6	33	5	0	16.09090909090909	80	6	28	4	3	3	4	9	0	5	48	3	2	3	4	0	5	8	19	4	10	5	0	0	1	1	0	1	0	3	4	2	1	531
real_0303222_4.tsv	0	0	0	21	14	3	0	25.058823529411764	38	4	21	3	4	1	0	0	0	1	29	15	5	10	8	7	8	25	19	15	13	27	3	0	5	5	0	1	0	5	0	0	5	426
real_0303222_4.tsv	1	0	0	37	43	7	0	21.18421052631579	50	10	34	11	5	0	0	4	0	2	83	17	14	5	14	2	12	30	43	6	21	10	0	1	15	2	0	1	4	8	1	0	9	805
real_0303222_4.tsv	0	0	0	22	26	14	0	17	52	12	33	3	1	3	1	1	0	1	53	21	10	18	21	15	15	43	34	17	20	17	2	1	8	1	0	3	2	2	1	2	6	680
real_0303222_4.tsv	0	0	0	11	9	2	0	28.545454545454547	36	0	11	0	0	0	0	1	0	0	23	1	1	0	3	0	0	9	7	5	3	3	0	0	0	3	0	0	0	1	1	0	2	314
real_0303222_4.tsv	0	0	0	16	8	1	0	38.666666666666664	42	3	10	2	0	0	2	2	0	0	35	5	1	4	5	1	5	17	11	5	16	22	0	0	9	4	0	1	0	4	2	0	2	348
real_0303222_4.tsv	3	0	0	14	5	3	0	31.363636363636363	38	3	9	2	0	0	0	0	0	0	18	6	3	3	9	2	4	17	13	3	13	19	0	1	2	0	0	0	0	6	0	0	2	345
real_0303222_4.tsv	12	0	0	59	34	4	2	26.135135135135137	82	11	31	7	4	2	3	9	0	1	72	15	8	18	32	5	19	39	55	14	36	34	3	2	23	6	0	0	6	10	3	0	4	967
real_0303222_4.tsv	18	1	0	34	34	8	0	33.80952380952381	54	11	26	8	1	4	4	8	0	4	62	4	3	4	13	1	5	16	30	3	18	15	0	1	9	2	0	1	6	8	5	6	1	710
real_0303222_4.tsv	5	0	0	26	9	2	0	32.166666666666664	50	7	10	1	1	0	0	1	0	0	28	7	0	13	4	3	1	19	8	3	5	0	0	0	16	0	0	0	6	7	2	0	1	386
real_0303222_4.tsv	28	0	1	162	123	21	4	36.829268292682926	284	16	114	29	11	2	0	17	0	11	249	18	32	14	91	3	42	72	151	11	80	88	5	10	39	38	0	1	12	32	18	10	30	3020
real_0303222_4.tsv	42	0	0	121	151	15	2	30.177083333333332	243	46	151	29	13	1	1	9	1	19	248	35	66	33	100	14	87	78	242	48	65	75	1	11	27	68	0	1	0	29	9	0	24	2897
real_0303222_4.tsv	10	0	0	28	20	4	2	31.941176470588236	53	3	19	1	1	0	0	1	0	0	40	11	1	9	13	4	6	19	32	10	11	14	3	0	5	2	0	0	2	7	4	0	6	543
real_0303222_4.tsv	5	0	0	34	21	5	2	41.642857142857146	50	4	19	3	2	0	0	3	0	0	43	22	3	21	10	9	7	34	27	14	15	7	3	0	8	3	0	0	2	11	3	2	7	583
real_0303222_4.tsv	12	0	0	93	88	6	0	27.75862068965517	109	1	75	20	7	0	0	6	0	12	111	16	21	9	43	8	47	43	107	21	57	44	2	1	19	21	0	2	10	33	4	12	9	1610
real_0303222_4.tsv	26	0	0	31	21	1	0	36.22727272727273	153	2	17	8	4	0	0	0	0	0	31	0	9	4	12	0	9	9	22	5	17	17	0	0	4	4	0	0	0	5	1	0	5	797
real_0303222_4.tsv	9	0	0	15	13	4	0	35.27272727272727	45	6	10	0	0	0	0	0	0	0	27	6	5	7	6	4	2	14	8	4	4	26	0	0	4	0	0	0	0	4	3	0	4	388
real_0303222_4.tsv	10	0	0	22	21	2	0	22.473684210526315	34	2	25	1	0	2	0	8	0	0	33	5	1	5	7	0	6	20	20	1	11	5	1	3	9	0	0	0	0	7	4	2	1	427
real_0303222_4.tsv	6	0	0	39	18	1	2	32.875	54	1	8	7	3	0	0	3	0	0	41	8	9	11	15	7	9	29	28	10	19	18	3	2	5	4	0	0	0	3	6	2	6	526
real_0303222_4.tsv	17	0	0	11	23	6	1	25.944444444444443	44	6	18	3	2	0	0	4	0	2	38	4	7	4	8	2	6	14	17	6	10	9	0	1	7	1	0	2	0	1	3	0	3	467
real_0303222_4.tsv	0	0	0	47	12	3	0	32.6	106	1	0	0	0	0	0	15	0	0	18	5	1	2	1	1	1	6	6	2	6	0	1	0	8	0	0	0	0	2	0	0	1	652
real_0303222_4.tsv	1	0	0	22	4	0	0	29	41	1	1	1	0	0	0	4	0	0	8	5	0	0	1	0	1	2	3	1	3	0	0	0	2	0	0	0	0	0	0	0	0	261
